1 2 3 4 5 6
291 1210 147 2226 2139 Вот_XXXXX._Он_бархатистый?
284 1211 1310 2044 2148 _Цельный_ли_ЛИРОХ?
289 1216 129 2113 2221 На_экране_ПЕМАТ._Он_белый_внутри?
293 1206 33 2179 2005 На_картинке_XXXXX._Влажный_ли_он?
296 1208 56 2024 2202 Вы_видите_ГОРОХ._Легкий_ли_он?
222 1201 1310 2062 2158 _Спелый_ли_XXXXX?
217 1201 1308 2159 2057 _Целый_ли_XXXXX?
293 1208 53 2021 2170 На_картинке_ГОРОХ._Он_плоский?
201 1205 1308 2041 2156 _Сырой_ли_XXXXX?
185 1203 1307 2052 2025 _С_молоком_ли_КОКОС?
239 1213 1307 2059 2079 _Высушенный_ли_XXXXX?
289 1202 65 2033 2230 На_экране_XXXXX._Он_старый?
290 1212 98 2066 2204 Посмотрите,_вот_ФИМОН._Он_с_веточкой?
251 1215 1306 2091 2013 _Разрезан_ли_ТОДИС?
289 1204 81 2049 2213 На_экране_РЕДИС._Он_с_ботвой?
253 1215 1309 2093 2020 _Колючий_ли_ТОДИС?
294 1204 86 2054 2174 На_мониторе_РЕДИС._Пышный_ли_он?
174 1207 1310 2014 2166 _Сморщенный_ли_ФИНИК?
266 1209 1310 2052 2130 _Надрезан_ли_XXXXX?
295 1212 103 2071 2187 Перед_Вами_ФИМОН._Увядший_ли_он?
290 1206 30 2223 2002 Посмотрите,_вот_XXXXX._Свежий_ли_он?
271 1209 1307 2018 2135 _Ровный_ли_XXXXX?
293 1202 69 2037 2207 На_картинке_XXXXX._Сочный_ли_он?
192 1203 1309 2032 2050 _Мягкий_ли_КОКОС?
233 1213 1307 2073 2032 _Имеет_ли_мякоть_XXXXX?
293 1216 133 2170 2117 На_картинке_ПЕМАТ._Овальный_ли_он?
288 1211 1310 2152 2006 _Очищен_ли_ЛИРОХ?
207 1205 1309 2155 2047 _Блестит_ли_XXXXX?
171 1207 1308 2018 2011 _Скользкий_ли_ФИНИК?
290 1214 114 2223 2082 Посмотрите,_вот_XXXXX._Он_надломан?
295 1214 119 2087 2215 Перед_Вами_XXXXX._Пустой_ли_он?
219 1201 1306 2059 2002 _Горький_ли_XXXXX?
294 1202 70 2038 2218 На_мониторе_XXXXX._Упругий_ли_он?
221 1201 1310 2061 2157 _Острый_ли_XXXXX?
296 1214 120 2222 2088 Вы_видите_XXXXX._Белый_ли_он?
285 1211 1308 2039 2149 _Шершавый_ли_ЛИРОХ?
191 1203 1309 2054 2031 _Ворсистый_ли_КОКОС?
265 1209 1310 2129 2030 _Шарообразный_ли_XXXXX?
294 1206 34 2224 2006 На_мониторе_XXXXX._Он_съедобный?
252 1215 1308 2007 2092 _С_лепестками_ли_ТОДИС?
295 1206 35 2007 2215 Перед_Вами_XXXXX._Сиреневый_ли_он?
296 1212 104 2072 2197 Вы_видите_ФИМОН._Он_склизкий?
224 1201 1306 2160 2064 _Вязкий_ли_XXXXX?
203 1205 1307 2043 2033 _Гнилой_ли_XXXXX?
234 1213 1309 2074 2043 _Продолговатый_ли_XXXXX?
289 1206 29 2001 2229 На_экране_XXXXX._Он_чистый?
295 1216 135 2119 2178 Перед_Вами_ПЕМАТ._Он_лохматый?
175 1207 1310 2017 2015 _С_косточкой_ли_ФИНИК?
291 1216 131 2115 2216 Вот_ПЕМАТ._Голубой_ли_он?
294 1216 134 2118 2169 На_мониторе_ПЕМАТ._Жидкий_ли_он?
292 1212 100 2171 2068 Это_ФИМОН._Пушистый_ли_он?
292 1202 68 2036 2188 Это_XXXXX._Кислый_ли_он?
173 1207 1308 2013 2165 _Мохнатый_ли_ФИНИК?
289 1210 145 2230 2137 На_экране_XXXXX._Он_красноватый?
281 1211 1310 2038 2145 _С_чешуйками_ли_ЛИРОХ?
291 1204 83 2051 2173 Вот_РЕДИС._Пряный_ли_он?
