1 2 3 4 5 6
209 1204 1310 2009 2049 _С_ботвой_ли_XXXXX?
296 1203 64 2032 2192 Вы_видите_КОКОС._Он_мягкий?
296 1213 160 2152 2176 Вы_видите_XXXXX._Очищен_ли_он?
291 1207 43 2172 2011 Вот_ФИНИК._Он_скользкий?
184 1208 1309 2028 2024 _Легкий_ли_XXXXX?
231 1214 1307 2071 2054 _Увядший_ли_ГОНИК?
295 1205 79 2047 2195 Перед_Вами_XXXXX._Блестит_ли_он?
193 1202 1310 2033 2164 _Старый_ли_ЛИМОН?
294 1201 94 2062 2203 На_мониторе_XXXXX._Он_спелый?
289 1215 105 2232 2073 На_экране_ТОДИС._Он_имеет_мякоть?
289 1205 73 2182 2041 На_экране_XXXXX._Сырой_ли_он?
257 1210 1309 2032 2113 _Белый_ли_внутри_БАРОХ?
181 1208 1310 2021 2030 _Плоский_ли_XXXXX?
289 1203 57 2208 2025 На_экране_КОКОС._Он_с_молоком?
294 1207 46 2181 2014 На_мониторе_ФИНИК._Он_сморщенный?
214 1204 1310 2157 2054 _Пышный_ли_XXXXX?
292 1213 156 2148 2201 Это_XXXXX._Цельный_ли_он?
165 1206 1308 2047 2005 _Влажный_ли_БАНАН?
162 1206 1310 2002 2057 _Свежий_ли_БАНАН?
290 1211 138 2231 2130 Посмотрите,_вот_ЛИРОХ._Он_надрезан?
293 1209 125 2220 2093 На_картинке_XXXXX._Колючий_ли_он?
295 1215 111 2184 2079 Перед_Вами_ТОДИС._Он_высушенный?
289 1201 89 2159 2057 На_экране_XXXXX._Целый_ли_он?
197 1202 1310 2062 2037 _Сочный_ли_ЛИМОН?
226 1214 1308 2047 2066 _С_веточкой_ли_ГОНИК?
291 1209 123 2228 2091 Вот_XXXXX._Он_разрезанный?
295 1211 143 2199 2135 Перед_Вами_ЛИРОХ._Ровный_ли_он?
247 1216 1307 2087 2016 _Пустой_ли_XXXXX?
275 1212 1307 2139 2063 _Бархатистый_ли_XXXXX?
261 1210 1308 2117 2031 _Овальный_ли_БАРОХ?
242 1216 1310 2082 2022 _Надломан_ли_XXXXX?
292 1211 140 2180 2132 Это_ЛИРОХ._Сорван_ли_он?
243 1216 1307 2013 2083 _Волнистый_ли_XXXXX?
168 1206 1309 2008 2168 _Репчатый_ли_БАНАН?
294 1213 158 2194 2150 На_мониторе_XXXXX._Заострен_ли_он?
290 1213 154 2146 2175 Посмотрите,_вот_XXXXX._Он_розовый?
290 1209 122 2189 2090 Посмотрите,_вот_XXXXX._Он_фаршированный?
182 1208 1309 2154 2022 _Толченый_ли_XXXXX?
292 1207 44 2012 2214 Это_ФИНИК._Ломкий_ли_он?
280 1212 1310 2051 2144 _Скручен_ли_XXXXX?
293 1205 77 2212 2045 На_картинке_XXXXX._Он_слоеный?
244 1216 1308 2084 2039 _Бурый_ли_XXXXX?
293 1215 109 2077 2225 На_картинке_ТОДИС._Синий_ли_он?
293 1211 141 2133 2186 На_картинке_ЛИРОХ._Спрессован_ли_он?
260 1210 1309 2038 2116 _С_бугорками_ли_БАРОХ?
212 1204 1310 2158 2052 _Жирный_ли_XXXXX?
215 1204 1310 2014 2055 _Крепкий_ли_XXXXX?
183 1208 1306 2153 2023 _Зеленый_ли_XXXXX?
259 1210 1307 2115 2030 _Голубой_ли_БАРОХ?
211 1204 1309 2027 2051 _Пряный_ли_XXXXX?
290 1203 58 2026 2231 Посмотрите,_вот_КОКОС._Полый_ли_он?
290 1205 74 2042 2175 Посмотрите,_вот_XXXXX._Черный_ли_он?
276 1212 1308 2052 2140 _Однотонный_ли_XXXXX?
296 1201 96 2183 2064 Вы_видите_XXXXX._Вязкий_ли_он?
293 1207 45 2225 2013 На_картинке_ФИНИК._Мохнатый_ли_он?
194 1202 1309 2042 2034 _Фиолетовый_ли_ЛИМОН?
291 1215 107 2172 2075 Вот_ТОДИС._Пятнистый_ли_он?
227 1214 1308 2067 2061 _Раскрыт_ли_ГОНИК?
