1 2 3 4 5 6
288 1211 1309 2001 2152 _Очищен_ли_ЛИРОХ?
222 1201 1308 2062 2157 _Спелый_ли_XXXXX?
239 1213 1307 2079 2039 _Высушенный_ли_XXXXX?
207 1205 1310 2037 2047 _Блестит_ли_XXXXX?
295 1214 119 2087 2215 Перед_Вами_XXXXX._Пустой_ли_он?
293 1202 69 2207 2037 На_картинке_XXXXX._Сочный_ли_он?
289 1202 65 2033 2230 На_экране_XXXXX._Он_старый?
233 1213 1310 2022 2073 _Имеет_ли_мякоть_XXXXX?
293 1216 133 2117 2170 На_картинке_ПЕМАТ._Овальный_ли_он?
289 1204 81 2049 2213 На_экране_РЕДИС._Он_с_ботвой?
296 1208 56 2202 2024 Вы_видите_ГОРОХ._Легкий_ли_он?
290 1212 98 2204 2066 Посмотрите,_вот_ФИМОН._Он_с_веточкой?
293 1206 33 2005 2179 На_картинке_XXXXX._Влажный_ли_он?
201 1205 1310 2001 2041 _Сырой_ли_XXXXX?
295 1212 103 2071 2187 Перед_Вами_ФИМОН._Увядший_ли_он?
290 1206 30 2002 2223 Посмотрите,_вот_XXXXX._Свежий_ли_он?
271 1209 1306 2040 2135 _Ровный_ли_XXXXX?
217 1201 1310 2057 2159 _Целый_ли_XXXXX?
253 1215 1309 2093 2007 _Колючий_ли_ТОДИС?
284 1211 1306 2021 2148 _Цельный_ли_ЛИРОХ?
174 1207 1310 2014 2165 _Сморщенный_ли_ФИНИК?
289 1216 129 2113 2221 На_экране_ПЕМАТ._Он_белый_внутри?
291 1210 147 2226 2139 Вот_XXXXX._Он_бархатистый?
290 1214 114 2082 2223 Посмотрите,_вот_XXXXX._Он_надломан?
293 1208 53 2170 2021 На_картинке_ГОРОХ._Он_плоский?
171 1207 1310 2050 2011 _Скользкий_ли_ФИНИК?
266 1209 1310 2130 2049 _Надрезан_ли_XXXXX?
185 1203 1310 2025 2161 _С_молоком_ли_КОКОС?
294 1204 86 2054 2174 На_мониторе_РЕДИС._Пышный_ли_он?
251 1215 1310 2091 2014 _Разрезан_ли_ТОДИС?
192 1203 1308 2049 2032 _Мягкий_ли_КОКОС?
286 1211 1310 2150 2063 _Заострен_ли_ЛИРОХ?
292 1202 68 2036 2188 Это_XXXXX._Кислый_ли_он?
292 1208 52 2020 2206 Это_ГОРОХ._Он_полосатый?
293 1210 149 2207 2141 На_картинке_XXXXX._Он_прозрачный?
190 1203 1308 2022 2030 _Плотный_ли_КОКОС?
289 1212 97 2065 2213 На_экране_ФИМОН._Сушеный_ли_он?
202 1205 1306 2042 2002 _Слоеный_ли_XXXXX?
205 1205 1307 2008 2045 _Черный_ли_XXXXX?
223 1201 1307 2063 2159 _Серый_ли_XXXXX?
250 1215 1308 2090 2024 _Фаршированный_ли_ТОДИС?
188 1203 1306 2021 2028 _Пористый_ли_КОКОС?
218 1201 1309 2058 2035 _Мясистый_ли_XXXXX?
294 1216 134 2118 2169 На_мониторе_ПЕМАТ._Жидкий_ли_он?
203 1205 1310 2004 2043 _Гнилой_ли_XXXXX?
290 1202 66 2034 2209 Посмотрите,_вот_XXXXX._Фиолетовый_ли_он?
293 1204 85 2053 2185 На_картинке_РЕДИС._Он_соленый?
255 1215 1307 2095 2011 _Зернистый_ли_ТОДИС?
293 1212 101 2185 2069 На_картинке_ФИМОН._Он_квадратный?
295 1208 55 2178 2023 Перед_Вами_ГОРОХ._Зеленый_ли_он?
290 1216 130 2114 2193 Посмотрите,_вот_ПЕМАТ._Ребристый_ли_он?
296 1202 72 2198 2040 Вы_видите_XXXXX._Он_без_кожуры?
249 1215 1310 2036 2089 _Испачкан_ли_ТОДИС?
234 1213 1307 2074 2025 _Продолговатый_ли_XXXXX?
187 1203 1306 2054 2027 _Гладкий_ли_КОКОС?
176 1207 1310 2016 2162 _Треугольный_ли_ФИНИК?
173 1207 1308 2013 2056 _Мохнатый_ли_ФИНИК?
289 1210 145 2230 2137 На_экране_XXXXX._Он_красноватый?
208 1205 1309 2048 2158 _Цитрусовый_ли_XXXXX?
291 1206 31 2219 2003 Вот_XXXXX._Он_жаренный?
237 1213 1310 2019 2077 _Синий_ли_XXXXX?
295 1210 151 2143 2200 Перед_Вами_XXXXX._Цветущий_ли_он?
267 1209 1306 2020 2131 _Перекручен_ли_XXXXX?
294 1214 118 2086 2224 На_мониторе_XXXXX._Объемный_ли_он?
169 1207 1306 2055 2009 _Коричневый_ли_ФИНИК?
289 1214 113 2081 2229 На_экране_XXXXX._Он_выжатый?
265 1209 1308 2054 2129 _Шарообразный_ли_XXXXX?
292 1214 116 2084 2210 Это_XXXXX._Он_бурый?
291 1214 115 2219 2083 Вот_XXXXX._Он_волнистый?
296 1212 104 2197 2072 Вы_видите_ФИМОН._Он_склизкий?
296 1216 136 2120 2202 Вы_видите_ПЕМАТ._Он_золотистый?
290 1210 146 2209 2138 Посмотрите,_вот_XXXXX._Изогнут_ли_он?
292 1204 84 2052 2171 Это_РЕДИС._Жирный_ли_он?
295 1202 71 2039 2200 Перед_Вами_XXXXX._Он_длинный?
186 1203 1309 2026 2168 _Полый_ли_КОКОС?
