1 2 3 4 5 6
247 1214 1310 2002 2087 _Пустой_ли_ГОНИК?
289 1205 73 2041 2182 На_экране_XXXXX._Сырой_ли_он?
289 1201 89 2057 2159 На_экране_XXXXX._Целый_ли_он?
295 1213 111 2079 2195 Перед_Вами_XXXXX._Он_высушенный?
291 1215 123 2172 2091 Вот_ТОДИС._Он_разрезанный?
197 1202 1310 2046 2037 _Сочный_ли_ЛИМОН?
296 1211 160 2152 2192 Вы_видите_ЛИРОХ._Очищен_ли_он?
291 1207 43 2011 2172 Вот_ФИНИК._Он_скользкий?
296 1203 64 2192 2032 Вы_видите_КОКОС._Он_мягкий?
294 1207 46 2014 2181 На_мониторе_ФИНИК._Он_сморщенный?
289 1203 57 2025 2208 На_экране_КОКОС._Он_с_молоком?
294 1201 94 2062 2203 На_мониторе_XXXXX._Он_спелый?
184 1208 1309 2024 2016 _Легкий_ли_XXXXX?
257 1216 1307 2113 2015 _Белый_ли_внутри_XXXXX?
261 1216 1309 2117 2027 _Овальный_ли_XXXXX?
165 1206 1307 2057 2005 _Влажный_ли_БАНАН?
193 1202 1307 2162 2033 _Старый_ли_ЛИМОН?
290 1209 138 2189 2130 Посмотрите,_вот_XXXXX._Он_надрезан?
293 1215 125 2225 2093 На_картинке_ТОДИС._Колючий_ли_он?
231 1212 1308 2056 2071 _Увядший_ли_XXXXX?
209 1204 1310 2155 2049 _С_ботвой_ли_XXXXX?
214 1204 1310 2158 2054 _Пышный_ли_XXXXX?
242 1214 1309 2082 2063 _Надломан_ли_ГОНИК?
295 1209 143 2135 2217 Перед_Вами_XXXXX._Ровный_ли_он?
289 1213 105 2073 2182 На_экране_XXXXX._Он_имеет_мякоть?
292 1211 156 2180 2148 Это_ЛИРОХ._Цельный_ли_он?
162 1206 1309 2002 2042 _Свежий_ли_БАНАН?
226 1212 1310 2060 2066 _С_веточкой_ли_XXXXX?
275 1210 1309 2044 2139 _Бархатистый_ли_БАРОХ?
295 1205 79 2195 2047 Перед_Вами_XXXXX._Блестит_ли_он?
181 1208 1307 2021 2014 _Плоский_ли_XXXXX?
228 1212 1306 2006 2068 _Пушистый_ли_XXXXX?
295 1207 47 2184 2015 Перед_Вами_ФИНИК._Он_с_косточкой?
273 1210 1309 2137 2019 _Красноватый_ли_БАРОХ?
292 1207 44 2214 2012 Это_ФИНИК._Ломкий_ли_он?
245 1214 1306 2064 2085 _Выжатый_ли_ГОНИК?
294 1215 126 2181 2094 На_мониторе_ТОДИС._Оранжевый_ли_он?
294 1213 110 2078 2194 На_мониторе_XXXXX._Он_с_дольками?
198 1202 1307 2038 2165 _Длинный_ли_ЛИМОН?
274 1210 1307 2138 2029 _Изогнут_ли_БАРОХ?
293 1205 77 2212 2045 На_картинке_XXXXX._Он_слоеный?
295 1203 63 2199 2031 Перед_Вами_КОКОС._Он_ворсистый?
213 1204 1308 2153 2053 _Соленый_ли_XXXXX?
291 1209 139 2131 2228 Вот_XXXXX._Он_перекручен?
290 1205 74 2042 2175 Посмотрите,_вот_XXXXX._Черный_ли_он?
182 1208 1307 2157 2022 _Толченый_ли_XXXXX?
292 1213 108 2201 2076 Это_XXXXX._Он_с_кожурой?
293 1201 93 2061 2220 На_картинке_XXXXX._Он_острый?
294 1203 62 2190 2030 На_мониторе_КОКОС._Плотный_ли_он?
289 1207 41 2009 2232 На_экране_ФИНИК._Коричневый_ли_он?
292 1201 92 2196 2060 Это_XXXXX._Он_яркий?
296 1207 48 2205 2016 Вы_видите_ФИНИК._Он_треугольный?
243 1214 1306 2083 2032 _Волнистый_ли_ГОНИК?
230 1212 1306 2036 2070 _Склизкий_ли_XXXXX?
291 1201 91 2059 2228 Вот_XXXXX._Горький_ли_он?
210 1204 1307 2050 2026 _Алый_ли_XXXXX?
290 1201 90 2189 2058 Посмотрите,_вот_XXXXX._Мясистый_ли_он?
292 1209 140 2196 2132 Это_XXXXX._Сорван_ли_он?
295 1201 95 2063 2217 Перед_Вами_XXXXX._Он_серый?
296 1209 144 2136 2183 Вы_видите_XXXXX._Он_имеет_шипы?
293 1213 109 2212 2077 На_картинке_XXXXX._Синий_ли_он?
225 1212 1307 2065 2035 _Сушеный_ли_XXXXX?
294 1209 142 2203 2134 На_мониторе_XXXXX._Желтый_ли_он?
293 1211 157 2186 2149 На_картинке_ЛИРОХ._Он_шершавый?
177 1208 1309 2154 2017 _Рыхлый_ли_XXXXX?
294 1205 78 2194 2046 На_мониторе_XXXXX._Хрустящий_ли_он?
161 1206 1309 2001 2167 _Чистый_ли_БАНАН?
296 1201 96 2183 2064 Вы_видите_XXXXX._Вязкий_ли_он?
295 1215 127 2184 2095 Перед_Вами_ТОДИС._Он_зернистый?
167 1206 1307 2007 2047 _Сиреневый_ли_БАНАН?
296 1215 128 2096 2205 Вы_видите_ТОДИС._Округлый_ли_он?
168 1206 1310 2008 2063 _Репчатый_ли_БАНАН?
163 1206 1307 2003 2164 _Жаренный_ли_БАНАН?
164 1206 1307 2041 2004 _Сладкий_ли_БАНАН?
248 1214 1309 2088 2008 _Белый_ли_ГОНИК?
291 1205 75 2227 2043 Вот_XXXXX._Он_гнилой?
291 1211 155 2147 2177 Вот_ЛИРОХ._Тонкий_ли_он?
178 1208 1308 2032 2018 _В_стручке_ли_XXXXX?
211 1204 1306 2051 2028 _Пряный_ли_XXXXX?
259 1216 1308 2115 2005 _Голубой_ли_XXXXX?
276 1210 1308 2140 2033 _Однотонный_ли_БАРОХ?
179 1208 1307 2019 2160 _Ядовитый_ли_XXXXX?
180 1208 1307 2030 2020 _Полосатый_ли_XXXXX?
296 1205 80 2048 2176 Вы_видите_XXXXX._Он_цитрусовый?
290 1215 122 2191 2090 Посмотрите,_вот_ТОДИС._Он_фаршированный?
290 1211 154 2231 2146 Посмотрите,_вот_ЛИРОХ._Он_розовый?
196 1202 1307 2036 2062 _Кислый_ли_ЛИМОН?
199 1202 1308 2039 2045 _Упругий_ли_ЛИМОН?
291 1203 59 2177 2027 Вот_КОКОС._Гладкий_ли_он?
264 1216 1306 2025 2120 _Золотистый_ли_XXXXX?
293 1209 141 2133 2220 На_картинке_XXXXX._Спрессован_ли_он?
216 1204 1306 2056 2029 _Круглый_ли_XXXXX?
194 1202 1307 2034 2064 _Фиолетовый_ли_ЛИМОН?
277 1210 1309 2141 2049 _Прозрачный_ли_БАРОХ?
289 1211 153 2208 2145 На_экране_ЛИРОХ._Он_с_чешуйками?
289 1209 137 2129 2211 На_экране_XXXXX._Он_шарообразный?
262 1216 1308 2010 2118 _Жидкий_ли_XXXXX?
292 1205 76 2044 2201 Это_XXXXX._Он_бугристый?
290 1203 58 2026 2231 Посмотрите,_вот_КОКОС._Полый_ли_он?
292 1203 60 2028 2180 Это_КОКОС._Пористый_ли_он?
229 1212 1306 2048 2069 _Квадратный_ли_XXXXX?
260 1216 1307 2116 2046 _С_бугорками_ли_XXXXX?
279 1210 1306 2143 2058 _Цветущий_ли_БАРОХ?
290 1207 42 2010 2191 Посмотрите,_вот_ФИНИК._Сахаристый_ли_он?
278 1210 1310 2142 2039 _Измельчен_ли_БАРОХ?
289 1215 121 2089 2232 На_экране_ТОДИС._Испачкан_ли_он?
293 1207 45 2013 2225 На_картинке_ФИНИК._Мохнатый_ли_он?
246 1214 1307 2043 2086 _Объемный_ли_ГОНИК?
291 1213 107 2227 2075 Вот_XXXXX._Пятнистый_ли_он?
241 1214 1306 2081 2021 _Вытянут_ли_ГОНИК?
293 1203 61 2186 2029 На_картинке_КОКОС._Он_вареный?
296 1213 112 2176 2080 Вы_видите_XXXXX._Мятый_ли_он?
200 1202 1306 2048 2040 _Без_кожуры_ли_ЛИМОН?
292 1215 124 2214 2092 Это_ТОДИС._Он_с_лепестками?
244 1214 1307 2084 2041 _Бурый_ли_ГОНИК?
212 1204 1307 2052 2012 _Жирный_ли_XXXXX?
294 1211 158 2150 2190 На_мониторе_ЛИРОХ._Заострен_ли_он?
195 1202 1308 2168 2035 _С_цедрой_ли_ЛИМОН?
258 1216 1307 2031 2114 _Ребристый_ли_XXXXX?
