1 2 3 4 5 6
207 1205 1307 2005 2047 _Блестит_ли_XXXXX?
222 1201 1308 2062 2159 _Спелый_ли_XXXXX?
291 1216 147 2216 2139 Вот_ПЕМАТ._Он_бархатистый?
266 1215 1306 2130 2006 _Надрезан_ли_ТОДИС?
290 1212 114 2082 2204 Посмотрите,_вот_ФИМОН._Он_надломан?
290 1210 98 2209 2066 Посмотрите,_вот_XXXXX._Он_с_веточкой?
239 1211 1309 2054 2079 _Высушенный_ли_ЛИРОХ?
289 1214 129 2113 2229 На_экране_XXXXX._Он_белый_внутри?
293 1206 33 2005 2179 На_картинке_XXXXX._Влажный_ли_он?
295 1212 119 2187 2087 Перед_Вами_ФИМОН._Пустой_ли_он?
171 1207 1310 2163 2011 _Скользкий_ли_ФИНИК?
233 1211 1307 2028 2073 _Имеет_ли_мякоть_ЛИРОХ?
253 1213 1307 2093 2027 _Колючий_ли_XXXXX?
290 1206 30 2002 2223 Посмотрите,_вот_XXXXX._Свежий_ли_он?
293 1208 53 2021 2170 На_картинке_ГОРОХ._Он_плоский?
185 1203 1307 2025 2165 _С_молоком_ли_КОКОС?
289 1204 81 2213 2049 На_экране_РЕДИС._Он_с_ботвой?
217 1201 1306 2057 2159 _Целый_ли_XXXXX?
288 1209 1307 2152 2005 _Очищен_ли_XXXXX?
295 1210 103 2200 2071 Перед_Вами_XXXXX._Увядший_ли_он?
293 1214 133 2179 2117 На_картинке_XXXXX._Овальный_ли_он?
284 1209 1309 2148 2064 _Цельный_ли_XXXXX?
296 1208 56 2202 2024 Вы_видите_ГОРОХ._Легкий_ли_он?
201 1205 1306 2003 2041 _Сырой_ли_XXXXX?
293 1202 69 2207 2037 На_картинке_XXXXX._Сочный_ли_он?
174 1207 1310 2167 2014 _Сморщенный_ли_ФИНИК?
289 1202 65 2230 2033 На_экране_XXXXX._Он_старый?
271 1215 1306 2135 2019 _Ровный_ли_ТОДИС?
294 1204 86 2174 2054 На_мониторе_РЕДИС._Пышный_ли_он?
192 1203 1306 2032 2017 _Мягкий_ли_КОКОС?
251 1213 1307 2091 2060 _Разрезан_ли_XXXXX?
290 1202 66 2209 2034 Посмотрите,_вот_XXXXX._Фиолетовый_ли_он?
252 1213 1310 2092 2056 _С_лепестками_ли_XXXXX?
293 1204 85 2185 2053 На_картинке_РЕДИС._Он_соленый?
175 1207 1308 2015 2166 _С_косточкой_ли_ФИНИК?
292 1206 32 2210 2004 Это_XXXXX._Сладкий_ли_он?
189 1203 1309 2029 2020 _Вареный_ли_КОКОС?
293 1212 117 2085 2185 На_картинке_ФИМОН._Вытянут_ли_он?
219 1201 1307 2155 2059 _Горький_ли_XXXXX?
267 1215 1310 2131 2033 _Перекручен_ли_ТОДИС?
287 1209 1307 2037 2151 _Рассыпчатый_ли_XXXXX?
291 1210 99 2067 2226 Вот_XXXXX._Он_раскрыт?
291 1202 67 2035 2226 Вот_XXXXX._Он_с_цедрой?
295 1214 135 2119 2215 Перед_Вами_XXXXX._Он_лохматый?
295 1204 87 2055 2187 Перед_Вами_РЕДИС._Крепкий_ли_он?
296 1214 136 2120 2222 Вы_видите_XXXXX._Он_золотистый?
223 1201 1308 2063 2158 _Серый_ли_XXXXX?
172 1207 1306 2052 2012 _Ломкий_ли_ФИНИК?
250 1213 1309 2023 2090 _Фаршированный_ли_XXXXX?
285 1209 1306 2149 2046 _Шершавый_ли_XXXXX?
294 1208 54 2169 2022 На_мониторе_ГОРОХ._Он_толченый?
237 1211 1309 2077 2047 _Синий_ли_ЛИРОХ?
291 1204 83 2051 2173 Вот_РЕДИС._Пряный_ли_он?
296 1204 88 2197 2056 Вы_видите_РЕДИС._Он_круглый?
269 1215 1307 2133 2058 _Спрессован_ли_ТОДИС?
249 1213 1308 2032 2089 _Испачкан_ли_XXXXX?
289 1206 29 2229 2001 На_экране_XXXXX._Он_чистый?
296 1210 104 2198 2072 Вы_видите_XXXXX._Он_склизкий?
191 1203 1310 2031 2049 _Ворсистый_ли_КОКОС?
286 1209 1308 2150 2034 _Заострен_ли_XXXXX?
254 1213 1309 2094 2031 _Оранжевый_ли_XXXXX?
292 1202 68 2188 2036 Это_XXXXX._Кислый_ли_он?
282 1209 1306 2055 2146 _Розовый_ли_XXXXX?
236 1211 1307 2076 2014 _С_косточкой_ли_ЛИРОХ?
290 1208 50 2193 2018 Посмотрите,_вот_ГОРОХ._Он_в_стручке?
295 1206 35 2007 2215 Перед_Вами_XXXXX._Сиреневый_ли_он?
291 1206 31 2003 2219 Вот_XXXXX._Он_жаренный?
292 1208 52 2206 2020 Это_ГОРОХ._Он_полосатый?
268 1215 1308 2059 2132 _Сорван_ли_ТОДИС?
220 1201 1310 2036 2060 _Яркий_ли_XXXXX?
256 1213 1306 2096 2021 _Округлый_ли_XXXXX?
224 1201 1307 2064 2156 _Вязкий_ли_XXXXX?
270 1215 1310 2134 2045 _Желтый_ли_ТОДИС?
294 1216 150 2169 2142 На_мониторе_ПЕМАТ._Он_измельчен?
170 1207 1310 2018 2010 _Сахаристый_ли_ФИНИК?
294 1210 102 2218 2070 На_мониторе_XXXXX._Разноцветный_ли_он?
291 1208 51 2216 2019 Вот_ГОРОХ._Ядовитый_ли_он?
289 1216 145 2221 2137 На_экране_ПЕМАТ._Он_красноватый?
221 1201 1307 2061 2037 _Острый_ли_XXXXX?
205 1205 1310 2045 2154 _Черный_ли_XXXXX?
240 1211 1306 2001 2080 _Мятый_ли_ЛИРОХ?
292 1214 132 2210 2116 Это_XXXXX._Он_с_бугорками?
294 1212 118 2086 2174 На_мониторе_ФИМОН._Объемный_ли_он?
169 1207 1308 2009 2168 _Коричневый_ли_ФИНИК?
296 1216 152 2144 2202 Вы_видите_ПЕМАТ._Скручен_ли_он?
292 1216 148 2206 2140 Это_ПЕМАТ._Однотонный_ли_он?
