1 2 3 4 5 6
291 1207 43 2011 2172 Вот_XXXXX._Он_скользкий?
162 1206 1309 2042 2002 _Свежий_ли_XXXXX?
295 1213 103 2195 2071 Перед_Вами_КОДИС._Увядший_ли_он?
295 1205 79 2047 2195 Перед_Вами_ПЕРЕЦ._Блестит_ли_он?
209 1204 1308 2031 2049 _С_ботвой_ли_РЕДИС?
197 1202 1310 2059 2037 _Сочный_ли_XXXXX?
296 1203 64 2192 2032 Вы_видите_XXXXX._Он_мягкий?
295 1215 119 2087 2184 Перед_Вами_XXXXX._Пустой_ли_он?
165 1206 1310 2061 2005 _Влажный_ли_XXXXX?
284 1212 1307 2148 2033 _Цельный_ли_ФИМОН?
214 1204 1310 2054 2032 _Пышный_ли_РЕДИС?
289 1201 89 2159 2057 На_экране_ТОМАТ._Целый_ли_он?
290 1215 114 2082 2191 Посмотрите,_вот_XXXXX._Он_надломан?
289 1203 57 2208 2025 На_экране_XXXXX._Он_с_молоком?
193 1202 1308 2033 2041 _Старый_ли_XXXXX?
291 1211 147 2139 2177 Вот_XXXXX._Он_бархатистый?
251 1216 1308 2091 2031 _Разрезан_ли_ПЕМАТ?
294 1207 46 2014 2181 На_мониторе_XXXXX._Он_сморщенный?
233 1214 1307 2073 2007 _Имеет_ли_мякоть_XXXXX?
289 1205 73 2041 2182 На_экране_ПЕРЕЦ._Сырой_ли_он?
271 1210 1309 2020 2135 _Ровный_ли_XXXXX?
266 1210 1308 2019 2130 _Надрезан_ли_XXXXX?
184 1208 1310 2024 2011 _Легкий_ли_ГОРОХ?
294 1201 94 2203 2062 На_мониторе_ТОМАТ._Он_спелый?
293 1209 133 2220 2117 На_картинке_РЕНАН._Овальный_ли_он?
289 1209 129 2211 2113 На_экране_РЕНАН._Он_белый_внутри?
290 1213 98 2066 2175 Посмотрите,_вот_КОДИС._Он_с_веточкой?
239 1214 1309 2023 2079 _Высушенный_ли_XXXXX?
288 1212 1309 2152 2040 _Очищен_ли_ФИМОН?
181 1208 1310 2027 2021 _Плоский_ли_ГОРОХ?
253 1216 1308 2009 2093 _Колючий_ли_ПЕМАТ?
292 1215 116 2214 2084 Это_XXXXX._Он_бурый?
210 1204 1310 2026 2050 _Алый_ли_РЕДИС?
293 1215 117 2225 2085 На_картинке_XXXXX._Вытянут_ли_он?
294 1205 78 2046 2194 На_мониторе_ПЕРЕЦ._Хрустящий_ли_он?
296 1207 48 2016 2205 Вы_видите_XXXXX._Он_треугольный?
289 1207 41 2009 2232 На_экране_XXXXX._Коричневый_ли_он?
254 1216 1310 2094 2042 _Оранжевый_ли_ПЕМАТ?
161 1206 1310 2057 2001 _Чистый_ли_XXXXX?
255 1216 1308 2095 2013 _Зернистый_ли_ПЕМАТ?
236 1214 1306 2076 2008 _С_косточкой_ли_XXXXX?
240 1214 1310 2080 2047 _Мятый_ли_XXXXX?
295 1211 151 2199 2143 Перед_Вами_XXXXX._Цветущий_ли_он?
287 1212 1308 2151 2014 _Рассыпчатый_ли_ФИМОН?
292 1201 92 2196 2060 Это_ТОМАТ._Он_яркий?
195 1202 1307 2035 2045 _С_цедрой_ли_XXXXX?
291 1203 59 2027 2177 Вот_XXXXX._Гладкий_ли_он?
291 1209 131 2228 2115 Вот_РЕНАН._Голубой_ли_он?
296 1213 104 2072 2176 Вы_видите_КОДИС._Он_склизкий?
296 1211 152 2192 2144 Вы_видите_XXXXX._Скручен_ли_он?
268 1210 1307 2061 2132 _Сорван_ли_XXXXX?
213 1204 1309 2156 2053 _Соленый_ли_РЕДИС?
199 1202 1309 2039 2048 _Упругий_ли_XXXXX?
177 1208 1307 2017 2009 _Рыхлый_ли_ГОРОХ?
212 1204 1310 2157 2052 _Жирный_ли_РЕДИС?
295 1207 47 2015 2184 Перед_Вами_XXXXX._Он_с_косточкой?
256 1216 1308 2062 2096 _Округлый_ли_ПЕМАТ?
166 1206 1308 2006 2062 _Съедобный_ли_XXXXX?
295 1203 63 2031 2199 Перед_Вами_XXXXX._Он_ворсистый?
293 1207 45 2225 2013 На_картинке_XXXXX._Мохнатый_ли_он?
238 1214 1307 2078 2048 _С_дольками_ли_XXXXX?
