1 2 3 4 5 6
293 1206 33 2005 2219 На_картинке_XXXXX._Влажный_ли_он?
293 1208 53 2021 2200 На_картинке_ГОРОХ._Он_плоский?
289 1204 81 2049 2193 На_экране_РЕДИС._Он_с_ботвой?
293 1212 133 2184 2117 На_картинке_ФИМОН._Овальный_ли_он?
293 1202 69 2037 2174 На_картинке_XXXXX._Сочный_ли_он?
266 1213 1310 2130 2039 _Надрезан_ли_XXXXX?
185 1203 1309 2054 2025 _С_молоком_ли_КОКОС?
295 1210 119 2087 2176 Перед_Вами_XXXXX._Пустой_ли_он?
295 1216 103 2227 2071 Перед_Вами_ПЕМАТ._Увядший_ли_он?
201 1205 1307 2041 2156 _Сырой_ли_XXXXX?
192 1203 1306 2032 2021 _Мягкий_ли_КОКОС?
289 1212 129 2193 2113 На_экране_ФИМОН._Он_белый_внутри?
291 1214 147 2139 2221 Вот_XXXXX._Он_бархатистый?
217 1201 1307 2057 2159 _Целый_ли_XXXXX?
290 1206 30 2002 2217 Посмотрите,_вот_XXXXX._Свежий_ли_он?
290 1216 98 2066 2210 Посмотрите,_вот_ПЕМАТ._Он_с_веточкой?
207 1205 1309 2047 2006 _Блестит_ли_XXXXX?
289 1202 65 2033 2189 На_экране_XXXXX._Он_старый?
296 1208 56 2211 2024 Вы_видите_ГОРОХ._Легкий_ли_он?
251 1211 1310 2057 2091 _Разрезан_ли_ЛИРОХ?
290 1210 114 2231 2082 Посмотрите,_вот_XXXXX._Он_надломан?
271 1213 1306 2135 2029 _Ровный_ли_XXXXX?
222 1201 1306 2062 2155 _Спелый_ли_XXXXX?
288 1215 1308 2028 2152 _Очищен_ли_ТОДИС?
171 1207 1308 2011 2049 _Скользкий_ли_ФИНИК?
284 1215 1309 2148 2056 _Цельный_ли_ТОДИС?
294 1204 86 2054 2216 На_мониторе_РЕДИС._Пышный_ли_он?
233 1209 1306 2073 2053 _Имеет_ли_мякоть_XXXXX?
239 1209 1308 2019 2079 _Высушенный_ли_XXXXX?
253 1211 1306 2093 2017 _Колючий_ли_ЛИРОХ?
174 1207 1306 2014 2163 _Сморщенный_ли_ФИНИК?
296 1206 40 2008 2229 Вы_видите_XXXXX._Он_репчатый?
291 1206 31 2003 2221 Вот_XXXXX._Он_жаренный?
283 1215 1307 2147 2037 _Тонкий_ли_ТОДИС?
290 1204 82 2178 2050 Посмотрите,_вот_РЕДИС._Он_алый?
208 1205 1309 2158 2048 _Цитрусовый_ли_XXXXX?
249 1211 1308 2089 2049 _Испачкан_ли_ЛИРОХ?
281 1215 1307 2002 2145 _С_чешуйками_ли_ТОДИС?
170 1207 1309 2020 2010 _Сахаристый_ли_ФИНИК?
295 1204 87 2055 2228 Перед_Вами_РЕДИС._Крепкий_ли_он?
293 1216 101 2069 2200 На_картинке_ПЕМАТ._Он_квадратный?
293 1214 149 2141 2219 На_картинке_XXXXX._Он_прозрачный?
292 1214 148 2140 2218 Это_XXXXX._Однотонный_ли_он?
291 1204 83 2230 2051 Вот_РЕДИС._Пряный_ли_он?
289 1214 145 2197 2137 На_экране_XXXXX._Он_красноватый?
270 1213 1307 2134 2048 _Желтый_ли_XXXXX?
289 1208 49 2017 2185 На_экране_ГОРОХ._Рыхлый_ли_он?
292 1206 32 2004 2218 Это_XXXXX._Сладкий_ли_он?
296 1210 120 2088 2171 Вы_видите_XXXXX._Белый_ли_он?
292 1212 132 2116 2207 Это_ФИМОН._Он_с_бугорками?
289 1206 29 2197 2001 На_экране_XXXXX._Он_чистый?
272 1213 1309 2038 2136 _Имеет_ли_шипы_XXXXX?
294 1206 34 2006 2201 На_мониторе_XXXXX._Он_съедобный?
255 1211 1309 2095 2010 _Зернистый_ли_ЛИРОХ?
252 1211 1310 2005 2092 _С_лепестками_ли_ЛИРОХ?
219 1201 1309 2033 2059 _Горький_ли_XXXXX?
295 1212 135 2119 2228 Перед_Вами_ФИМОН._Он_лохматый?
238 1209 1310 2078 2062 _С_дольками_ли_XXXXX?
223 1201 1308 2063 2153 _Серый_ли_XXXXX?
254 1211 1307 2043 2094 _Оранжевый_ли_ЛИРОХ?
203 1205 1306 2043 2154 _Гнилой_ли_XXXXX?
295 1202 71 2039 2176 Перед_Вами_XXXXX._Он_длинный?
289 1216 97 2185 2065 На_экране_ПЕМАТ._Сушеный_ли_он?
287 1215 1308 2050 2151 _Рассыпчатый_ли_ТОДИС?
285 1215 1310 2149 2061 _Шершавый_ли_ТОДИС?
218 1201 1307 2004 2058 _Мясистый_ли_XXXXX?
296 1204 88 2056 2179 Вы_видите_РЕДИС._Он_круглый?
189 1203 1309 2029 2051 _Вареный_ли_КОКОС?
294 1202 70 2177 2038 На_мониторе_XXXXX._Упругий_ли_он?
286 1215 1310 2150 2032 _Заострен_ли_ТОДИС?
265 1213 1308 2021 2129 _Шарообразный_ли_XXXXX?
295 1208 55 2023 2227 Перед_Вами_ГОРОХ._Зеленый_ли_он?
204 1205 1307 2040 2044 _Бугристый_ли_XXXXX?
236 1209 1308 2009 2076 _С_косточкой_ли_XXXXX?
282 1215 1309 2052 2146 _Розовый_ли_ТОДИС?
296 1212 136 2120 2179 Вы_видите_ФИМОН._Он_золотистый?
202 1205 1307 2002 2042 _Слоеный_ли_XXXXX?
235 1209 1308 2003 2075 _Пятнистый_ли_XXXXX?
256 1211 1307 2045 2096 _Округлый_ли_ЛИРОХ?
188 1203 1306 2017 2028 _Пористый_ли_КОКОС?
292 1208 52 2020 2196 Это_ГОРОХ._Он_полосатый?
294 1214 150 2201 2142 На_мониторе_XXXXX._Он_измельчен?
296 1214 152 2144 2229 Вы_видите_XXXXX._Скручен_ли_он?
191 1203 1307 2053 2031 _Ворсистый_ли_КОКОС?
250 1211 1306 2011 2090 _Фаршированный_ли_ЛИРОХ?
267 1213 1306 2131 2051 _Перекручен_ли_XXXXX?
240 1209 1308 2030 2080 _Мятый_ли_XXXXX?
290 1202 66 2231 2034 Посмотрите,_вот_XXXXX._Фиолетовый_ли_он?
291 1208 51 2204 2019 Вот_ГОРОХ._Ядовитый_ли_он?
296 1202 72 2040 2171 Вы_видите_XXXXX._Он_без_кожуры?
205 1205 1310 2045 2034 _Черный_ли_XXXXX?
