1 2 3 4 5 6
275 1214 1309 2139 2060 _Бархатистый_ли_ГОНИК?
209 1204 1309 2049 2157 _С_ботвой_ли_XXXXX?
226 1216 1306 2066 2047 _С_веточкой_ли_XXXXX?
214 1204 1310 2029 2054 _Пышный_ли_XXXXX?
184 1208 1307 2025 2024 _Легкий_ли_XXXXX?
242 1210 1307 2039 2082 _Надломан_ли_БАРОХ?
162 1206 1306 2048 2002 _Свежий_ли_БАНАН?
293 1211 125 2226 2093 На_картинке_ЛИРОХ._Колючий_ли_он?
296 1203 64 2203 2032 Вы_видите_КОКОС._Он_мягкий?
291 1207 43 2011 2191 Вот_ФИНИК._Он_скользкий?
289 1205 73 2181 2041 На_экране_XXXXX._Сырой_ли_он?
295 1209 111 2079 2188 Перед_Вами_XXXXX._Он_высушенный?
294 1207 46 2014 2193 На_мониторе_ФИНИК._Он_сморщенный?
231 1216 1309 2071 2018 _Увядший_ли_XXXXX?
294 1201 94 2195 2062 На_мониторе_XXXXX._Он_спелый?
289 1201 89 2159 2057 На_экране_XXXXX._Целый_ли_он?
290 1213 138 2130 2172 Посмотрите,_вот_XXXXX._Он_надрезан?
292 1215 156 2218 2148 Это_ТОДИС._Цельный_ли_он?
247 1210 1309 2087 2042 _Пустой_ли_БАРОХ?
291 1211 123 2091 2220 Вот_ЛИРОХ._Он_разрезанный?
289 1209 105 2073 2198 На_экране_XXXXX._Он_имеет_мякоть?
261 1212 1307 2012 2117 _Овальный_ли_XXXXX?
197 1202 1308 2060 2037 _Сочный_ли_ЛИМОН?
193 1202 1309 2047 2033 _Старый_ли_ЛИМОН?
295 1213 143 2212 2135 Перед_Вами_XXXXX._Ровный_ли_он?
289 1203 57 2231 2025 На_экране_КОКОС._Он_с_молоком?
296 1215 160 2152 2204 Вы_видите_ТОДИС._Очищен_ли_он?
181 1208 1306 2028 2021 _Плоский_ли_XXXXX?
165 1206 1307 2044 2005 _Влажный_ли_БАНАН?
257 1212 1310 2113 2002 _Белый_ли_внутри_XXXXX?
295 1205 79 2212 2047 Перед_Вами_XXXXX._Блестит_ли_он?
212 1204 1309 2052 2156 _Жирный_ли_XXXXX?
296 1207 48 2204 2016 Вы_видите_ФИНИК._Он_треугольный?
290 1203 58 2189 2026 Посмотрите,_вот_КОКОС._Полый_ли_он?
291 1205 75 2043 2223 Вот_XXXXX._Он_гнилой?
163 1206 1309 2062 2003 _Жаренный_ли_БАНАН?
290 1215 154 2221 2146 Посмотрите,_вот_ТОДИС._Он_розовый?
293 1207 45 2013 2192 На_картинке_ФИНИК._Мохнатый_ли_он?
289 1211 121 2231 2089 На_экране_ЛИРОХ._Испачкан_ли_он?
291 1215 155 2147 2191 Вот_ТОДИС._Тонкий_ли_он?
294 1213 142 2134 2229 На_мониторе_XXXXX._Желтый_ли_он?
199 1202 1307 2058 2039 _Упругий_ли_ЛИМОН?
279 1214 1307 2029 2143 _Цветущий_ли_ГОНИК?
229 1216 1310 2024 2069 _Квадратный_ли_XXXXX?
259 1212 1310 2115 2058 _Голубой_ли_XXXXX?
296 1201 96 2177 2064 Вы_видите_XXXXX._Вязкий_ли_он?
232 1216 1306 2032 2072 _Разноцветный_ли_XXXXX?
292 1203 60 2028 2174 Это_КОКОС._Пористый_ли_он?
296 1209 112 2080 2177 Вы_видите_XXXXX._Мятый_ли_он?
260 1212 1307 2005 2116 _С_бугорками_ли_XXXXX?
177 1208 1309 2017 2015 _Рыхлый_ли_XXXXX?
182 1208 1306 2031 2022 _Толченый_ли_XXXXX?
262 1212 1310 2031 2118 _Жидкий_ли_XXXXX?
291 1203 59 2027 2220 Вот_КОКОС._Гладкий_ли_он?
245 1210 1309 2085 2021 _Выжатый_ли_БАРОХ?
289 1213 137 2181 2129 На_экране_XXXXX._Он_шарообразный?
294 1205 78 2229 2046 На_мониторе_XXXXX._Хрустящий_ли_он?
196 1202 1310 2036 2163 _Кислый_ли_ЛИМОН?
293 1213 141 2190 2133 На_картинке_XXXXX._Спрессован_ли_он?
264 1212 1306 2006 2120 _Золотистый_ли_XXXXX?
294 1203 62 2213 2030 На_мониторе_КОКОС._Плотный_ли_он?
164 1206 1309 2045 2004 _Сладкий_ли_БАНАН?
296 1211 128 2096 2203 Вы_видите_ЛИРОХ._Округлый_ли_он?
168 1206 1310 2008 2059 _Репчатый_ли_БАНАН?
161 1206 1308 2001 2162 _Чистый_ли_БАНАН?
276 1214 1310 2140 2053 _Однотонный_ли_ГОНИК?
294 1209 110 2078 2195 На_мониторе_XXXXX._Он_с_дольками?
178 1208 1307 2018 2010 _В_стручке_ли_XXXXX?
290 1209 106 2074 2214 Посмотрите,_вот_XXXXX._Продолговатый_ли_он?
292 1211 124 2092 2174 Это_ЛИРОХ._Он_с_лепестками?
289 1207 41 2009 2232 На_экране_ФИНИК._Коричневый_ли_он?
295 1203 63 2031 2224 Перед_Вами_КОКОС._Он_ворсистый?
200 1202 1310 2040 2057 _Без_кожуры_ли_ЛИМОН?
290 1211 122 2189 2090 Посмотрите,_вот_ЛИРОХ._Он_фаршированный?
295 1207 47 2015 2199 Перед_Вами_ФИНИК._Он_с_косточкой?
296 1205 80 2194 2048 Вы_видите_XXXXX._Он_цитрусовый?
273 1214 1310 2048 2137 _Красноватый_ли_ГОНИК?
263 1212 1306 2001 2119 _Лохматый_ли_XXXXX?
291 1209 107 2222 2075 Вот_XXXXX._Пятнистый_ли_он?
290 1207 42 2010 2221 Посмотрите,_вот_ФИНИК._Сахаристый_ли_он?
183 1208 1308 2026 2023 _Зеленый_ли_XXXXX?
210 1204 1309 2050 2159 _Алый_ли_XXXXX?
294 1211 126 2094 2213 На_мониторе_ЛИРОХ._Оранжевый_ли_он?
293 1209 109 2077 2175 На_картинке_XXXXX._Синий_ли_он?
291 1201 91 2222 2059 Вот_XXXXX._Горький_ли_он?
291 1213 139 2223 2131 Вот_XXXXX._Он_перекручен?
289 1215 153 2145 2232 На_экране_ТОДИС._Он_с_чешуйками?
215 1204 1306 2055 2153 _Крепкий_ли_XXXXX?
225 1216 1306 2046 2065 _Сушеный_ли_XXXXX?
293 1201 93 2175 2061 На_картинке_XXXXX._Он_острый?
296 1213 144 2136 2194 Вы_видите_XXXXX._Он_имеет_шипы?
290 1205 74 2042 2172 Посмотрите,_вот_XXXXX._Черный_ли_он?
248 1210 1306 2088 2033 _Белый_ли_БАРОХ?
295 1211 127 2095 2224 Перед_Вами_ЛИРОХ._Он_зернистый?
290 1201 90 2058 2214 Посмотрите,_вот_XXXXX._Мясистый_ли_он?
230 1216 1307 2051 2070 _Склизкий_ли_XXXXX?
293 1215 157 2192 2149 На_картинке_ТОДИС._Он_шершавый?
277 1214 1308 2026 2141 _Прозрачный_ли_ГОНИК?
292 1207 44 2012 2218 Это_ФИНИК._Ломкий_ли_он?
213 1204 1307 2053 2032 _Соленый_ли_XXXXX?
211 1204 1310 2160 2051 _Пряный_ли_XXXXX?
293 1205 77 2045 2190 На_картинке_XXXXX._Он_слоеный?
179 1208 1309 2014 2019 _Ядовитый_ли_XXXXX?
274 1214 1306 2035 2138 _Изогнут_ли_ГОНИК?
195 1202 1310 2035 2046 _С_цедрой_ли_ЛИМОН?
292 1201 92 2060 2187 Это_XXXXX._Он_яркий?
292 1213 140 2132 2200 Это_XXXXX._Сорван_ли_он?
241 1210 1306 2081 2007 _Вытянут_ли_БАРОХ?
198 1202 1309 2038 2063 _Длинный_ли_ЛИМОН?
258 1212 1308 2062 2114 _Ребристый_ли_XXXXX?
292 1209 108 2187 2076 Это_XXXXX._Он_с_кожурой?
180 1208 1308 2155 2020 _Полосатый_ли_XXXXX?
280 1214 1309 2144 2063 _Скручен_ли_ГОНИК?
293 1203 61 2029 2226 На_картинке_КОКОС._Он_вареный?
167 1206 1306 2166 2007 _Сиреневый_ли_БАНАН?
244 1210 1309 2084 2020 _Бурый_ли_БАРОХ?
295 1215 159 2199 2151 Перед_Вами_ТОДИС._Он_рассыпчатый?
228 1216 1307 2068 2044 _Пушистый_ли_XXXXX?
216 1204 1308 2056 2009 _Круглый_ли_XXXXX?
294 1215 158 2150 2193 На_мониторе_ТОДИС._Заострен_ли_он?
243 1210 1310 2056 2083 _Волнистый_ли_БАРОХ?
295 1201 95 2188 2063 Перед_Вами_XXXXX._Он_серый?
292 1205 76 2200 2044 Это_XXXXX._Он_бугристый?
278 1214 1309 2037 2142 _Измельчен_ли_ГОНИК?
194 1202 1310 2034 2042 _Фиолетовый_ли_ЛИМОН?
246 1210 1308 2086 2017 _Объемный_ли_БАРОХ?
227 1216 1310 2067 2057 _Раскрыт_ли_XXXXX?
166 1206 1307 2006 2043 _Съедобный_ли_БАНАН?
