1 2 3 4 5 6
266 1212 1307 2130 2041 _Надрезан_ли_ФИМОН?
288 1214 1309 2024 2152 _Очищен_ли_XXXXX?
239 1216 1306 2079 2020 _Высушенный_ли_ПЕМАТ?
295 1205 79 2047 2195 Перед_Вами_ПЕРЕЦ._Блестит_ли_он?
296 1203 64 2032 2192 Вы_видите_XXXXX._Он_мягкий?
197 1202 1307 2037 2163 _Сочный_ли_XXXXX?
289 1205 73 2182 2041 На_экране_ПЕРЕЦ._Сырой_ли_он?
290 1209 114 2189 2082 Посмотрите,_вот_РЕНАН._Он_надломан?
290 1215 98 2066 2191 Посмотрите,_вот_XXXXX._Он_с_веточкой?
253 1210 1306 2093 2052 _Колючий_ли_XXXXX?
291 1207 43 2172 2011 Вот_XXXXX._Он_скользкий?
162 1206 1308 2048 2002 _Свежий_ли_XXXXX?
293 1211 133 2186 2117 На_картинке_XXXXX._Овальный_ли_он?
165 1206 1308 2005 2060 _Влажный_ли_XXXXX?
193 1202 1306 2033 2059 _Старый_ли_XXXXX?
289 1211 129 2208 2113 На_экране_XXXXX._Он_белый_внутри?
184 1208 1309 2024 2158 _Легкий_ли_ГОРОХ?
209 1204 1310 2049 2160 _С_ботвой_ли_РЕДИС?
233 1216 1309 2006 2073 _Имеет_ли_мякоть_ПЕМАТ?
294 1207 46 2014 2181 На_мониторе_XXXXX._Он_сморщенный?
284 1214 1308 2148 2015 _Цельный_ли_XXXXX?
214 1204 1310 2054 2159 _Пышный_ли_РЕДИС?
291 1213 147 2139 2227 Вот_КОДИС._Он_бархатистый?
251 1210 1308 2091 2059 _Разрезан_ли_XXXXX?
295 1215 103 2184 2071 Перед_Вами_XXXXX._Увядший_ли_он?
271 1212 1307 2029 2135 _Ровный_ли_ФИМОН?
295 1209 119 2087 2217 Перед_Вами_РЕНАН._Пустой_ли_он?
294 1201 94 2062 2203 На_мониторе_ТОМАТ._Он_спелый?
289 1201 89 2159 2057 На_экране_ТОМАТ._Целый_ли_он?
289 1203 57 2208 2025 На_экране_XXXXX._Он_с_молоком?
181 1208 1307 2021 2155 _Плоский_ли_ГОРОХ?
294 1211 134 2190 2118 На_мониторе_XXXXX._Жидкий_ли_он?
292 1203 60 2028 2180 Это_XXXXX._Пористый_ли_он?
