1 2 3 4 5 6
257 1214 1310 2113 2051 _Белый_ли_внутри_ГОНИК?
275 1216 1310 2011 2139 _Бархатистый_ли_XXXXX?
289 1203 57 2025 2208 На_экране_КОКОС._Он_с_молоком?
294 1207 46 2181 2014 На_мониторе_ФИНИК._Он_сморщенный?
184 1208 1307 2010 2024 _Легкий_ли_XXXXX?
193 1202 1307 2165 2033 _Старый_ли_ЛИМОН?
296 1203 64 2032 2192 Вы_видите_КОКОС._Он_мягкий?
209 1204 1307 2049 2016 _С_ботвой_ли_XXXXX?
295 1205 79 2047 2195 Перед_Вами_XXXXX._Блестит_ли_он?
294 1201 94 2203 2062 На_мониторе_XXXXX._Он_спелый?
165 1206 1306 2005 2047 _Влажный_ли_БАНАН?
296 1209 160 2152 2183 Вы_видите_XXXXX._Очищен_ли_он?
292 1209 156 2196 2148 Это_XXXXX._Цельный_ли_он?
290 1215 138 2191 2130 Посмотрите,_вот_ТОДИС._Он_надрезан?
247 1212 1309 2004 2087 _Пустой_ли_XXXXX?
162 1206 1309 2002 2058 _Свежий_ли_БАНАН?
293 1213 125 2093 2212 На_картинке_XXXXX._Колючий_ли_он?
295 1215 143 2135 2184 Перед_Вами_ТОДИС._Ровный_ли_он?
289 1201 89 2057 2159 На_экране_XXXXX._Целый_ли_он?
197 1202 1310 2037 2064 _Сочный_ли_ЛИМОН?
291 1207 43 2172 2011 Вот_ФИНИК._Он_скользкий?
226 1210 1309 2060 2066 _С_веточкой_ли_БАРОХ?
242 1212 1310 2082 2046 _Надломан_ли_XXXXX?
289 1205 73 2182 2041 На_экране_XXXXX._Сырой_ли_он?
261 1214 1306 2039 2117 _Овальный_ли_ГОНИК?
231 1210 1306 2071 2054 _Увядший_ли_БАРОХ?
291 1213 123 2091 2227 Вот_XXXXX._Он_разрезанный?
181 1208 1307 2032 2021 _Плоский_ли_XXXXX?
295 1211 111 2199 2079 Перед_Вами_ЛИРОХ._Он_высушенный?
214 1204 1308 2027 2054 _Пышный_ли_XXXXX?
289 1211 105 2073 2208 На_экране_ЛИРОХ._Он_имеет_мякоть?
213 1204 1307 2053 2155 _Соленый_ли_XXXXX?
259 1214 1306 2021 2115 _Голубой_ли_ГОНИК?
291 1211 107 2177 2075 Вот_ЛИРОХ._Пятнистый_ли_он?
244 1212 1306 2084 2019 _Бурый_ли_XXXXX?
293 1201 93 2061 2220 На_картинке_XXXXX._Он_острый?
245 1212 1307 2033 2085 _Выжатый_ли_XXXXX?
276 1216 1307 2140 2055 _Однотонный_ли_XXXXX?
229 1210 1310 2057 2069 _Квадратный_ли_БАРОХ?
225 1210 1308 2007 2065 _Сушеный_ли_БАРОХ?
290 1207 42 2191 2010 Посмотрите,_вот_ФИНИК._Сахаристый_ли_он?
293 1207 45 2225 2013 На_картинке_ФИНИК._Мохнатый_ли_он?
280 1216 1307 2144 2003 _Скручен_ли_XXXXX?
293 1211 109 2186 2077 На_картинке_ЛИРОХ._Синий_ли_он?
289 1215 137 2129 2232 На_экране_ТОДИС._Он_шарообразный?
198 1202 1310 2057 2038 _Длинный_ли_ЛИМОН?
180 1208 1309 2020 2014 _Полосатый_ли_XXXXX?
260 1214 1310 2116 2017 _С_бугорками_ли_ГОНИК?
290 1205 74 2175 2042 Посмотрите,_вот_XXXXX._Черный_ли_он?
292 1211 108 2180 2076 Это_ЛИРОХ._Он_с_кожурой?
177 1208 1310 2017 2157 _Рыхлый_ли_XXXXX?
273 1216 1307 2027 2137 _Красноватый_ли_XXXXX?
293 1203 61 2186 2029 На_картинке_КОКОС._Он_вареный?
232 1210 1310 2072 2059 _Разноцветный_ли_БАРОХ?
289 1207 41 2232 2009 На_экране_ФИНИК._Коричневый_ли_он?
216 1204 1307 2056 2158 _Круглый_ли_XXXXX?
274 1216 1307 2001 2138 _Изогнут_ли_XXXXX?
295 1213 127 2195 2095 Перед_Вами_XXXXX._Он_зернистый?
294 1211 110 2190 2078 На_мониторе_ЛИРОХ._Он_с_дольками?
211 1204 1307 2051 2156 _Пряный_ли_XXXXX?
200 1202 1309 2040 2042 _Без_кожуры_ли_ЛИМОН?
279 1216 1308 2015 2143 _Цветущий_ли_XXXXX?
291 1205 75 2227 2043 Вот_XXXXX._Он_гнилой?
292 1207 44 2214 2012 Это_ФИНИК._Ломкий_ли_он?
291 1215 139 2172 2131 Вот_ТОДИС._Он_перекручен?
183 1208 1309 2009 2023 _Зеленый_ли_XXXXX?
212 1204 1308 2160 2052 _Жирный_ли_XXXXX?
179 1208 1309 2153 2019 _Ядовитый_ли_XXXXX?
293 1209 157 2220 2149 На_картинке_XXXXX._Он_шершавый?
258 1214 1307 2053 2114 _Ребристый_ли_ГОНИК?
295 1201 95 2217 2063 Перед_Вами_XXXXX._Он_серый?
228 1210 1307 2035 2068 _Пушистый_ли_БАРОХ?
167 1206 1309 2063 2007 _Сиреневый_ли_БАНАН?
296 1213 128 2176 2096 Вы_видите_XXXXX._Округлый_ли_он?
296 1215 144 2205 2136 Вы_видите_ТОДИС._Он_имеет_шипы?
263 1214 1308 2002 2119 _Лохматый_ли_ГОНИК?
291 1201 91 2228 2059 Вот_XXXXX._Горький_ли_он?
194 1202 1309 2061 2034 _Фиолетовый_ли_ЛИМОН?
290 1213 122 2090 2175 Посмотрите,_вот_XXXXX._Он_фаршированный?
243 1212 1306 2048 2083 _Волнистый_ли_XXXXX?
293 1215 141 2133 2225 На_картинке_ТОДИС._Спрессован_ли_он?
290 1203 58 2026 2231 Посмотрите,_вот_КОКОС._Полый_ли_он?
246 1212 1309 2086 2044 _Объемный_ли_XXXXX?
293 1205 77 2045 2212 На_картинке_XXXXX._Он_слоеный?
292 1201 92 2196 2060 Это_XXXXX._Он_яркий?
166 1206 1307 2006 2060 _Съедобный_ли_БАНАН?
262 1214 1307 2118 2045 _Жидкий_ли_ГОНИК?
294 1215 142 2134 2181 На_мониторе_ТОДИС._Желтый_ли_он?
294 1209 158 2203 2150 На_мониторе_XXXXX._Заострен_ли_он?
294 1203 62 2190 2030 На_мониторе_КОКОС._Плотный_ли_он?
289 1209 153 2145 2211 На_экране_XXXXX._Он_с_чешуйками?
163 1206 1310 2003 2167 _Жаренный_ли_БАНАН?
289 1213 121 2182 2089 На_экране_XXXXX._Испачкан_ли_он?
295 1207 47 2015 2184 Перед_Вами_ФИНИК._Он_с_косточкой?
292 1213 124 2092 2201 Это_XXXXX._Он_с_лепестками?
294 1205 78 2194 2046 На_мониторе_XXXXX._Хрустящий_ли_он?
296 1207 48 2205 2016 Вы_видите_ФИНИК._Он_треугольный?
168 1206 1307 2044 2008 _Репчатый_ли_БАНАН?
278 1216 1310 2142 2013 _Измельчен_ли_XXXXX?
195 1202 1309 2035 2161 _С_цедрой_ли_ЛИМОН?
178 1208 1307 2029 2018 _В_стручке_ли_XXXXX?
296 1201 96 2183 2064 Вы_видите_XXXXX._Вязкий_ли_он?
296 1205 80 2048 2176 Вы_видите_XXXXX._Он_цитрусовый?
292 1205 76 2044 2201 Это_XXXXX._Он_бугристый?
290 1209 154 2189 2146 Посмотрите,_вот_XXXXX._Он_розовый?
