1 2 3 4 5 6
197 1202 1307 2037 2043 _Сочный_ли_ЛИМОН?
181 1208 1309 2011 2021 _Плоский_ли_XXXXX?
293 1211 125 2093 2186 На_картинке_ЛИРОХ._Колючий_ли_он?
184 1208 1306 2024 2016 _Легкий_ли_XXXXX?
257 1212 1306 2020 2113 _Белый_ли_внутри_XXXXX?
242 1210 1308 2038 2082 _Надломан_ли_БАРОХ?
295 1209 111 2079 2217 Перед_Вами_XXXXX._Он_высушенный?
294 1201 94 2203 2062 На_мониторе_XXXXX._Он_спелый?
193 1202 1307 2033 2164 _Старый_ли_ЛИМОН?
289 1205 73 2041 2182 На_экране_XXXXX._Сырой_ли_он?
209 1204 1306 2049 2031 _С_ботвой_ли_XXXXX?
291 1207 43 2172 2011 Вот_ФИНИК._Он_скользкий?
247 1210 1307 2026 2087 _Пустой_ли_БАРОХ?
291 1211 123 2091 2177 Вот_ЛИРОХ._Он_разрезанный?
290 1213 138 2130 2175 Посмотрите,_вот_XXXXX._Он_надрезан?
261 1212 1309 2117 2025 _Овальный_ли_XXXXX?
165 1206 1308 2005 2161 _Влажный_ли_БАНАН?
231 1216 1306 2071 2057 _Увядший_ли_XXXXX?
295 1213 143 2135 2195 Перед_Вами_XXXXX._Ровный_ли_он?
296 1215 160 2152 2205 Вы_видите_ТОДИС._Очищен_ли_он?
162 1206 1306 2002 2165 _Свежий_ли_БАНАН?
289 1209 105 2073 2211 На_экране_XXXXX._Он_имеет_мякоть?
292 1215 156 2148 2214 Это_ТОДИС._Цельный_ли_он?
226 1216 1306 2027 2066 _С_веточкой_ли_XXXXX?
289 1203 57 2208 2025 На_экране_КОКОС._Он_с_молоком?
214 1204 1307 2054 2010 _Пышный_ли_XXXXX?
295 1205 79 2195 2047 Перед_Вами_XXXXX._Блестит_ли_он?
275 1214 1306 2139 2050 _Бархатистый_ли_ГОНИК?
296 1203 64 2032 2192 Вы_видите_КОКОС._Он_мягкий?
289 1201 89 2159 2057 На_экране_XXXXX._Целый_ли_он?
294 1207 46 2181 2014 На_мониторе_ФИНИК._Он_сморщенный?
294 1209 110 2078 2203 На_мониторе_XXXXX._Он_с_дольками?
246 1210 1307 2086 2017 _Объемный_ли_БАРОХ?
213 1204 1310 2053 2155 _Соленый_ли_XXXXX?
291 1213 139 2227 2131 Вот_XXXXX._Он_перекручен?
292 1209 108 2196 2076 Это_XXXXX._Он_с_кожурой?
241 1210 1306 2081 2064 _Вытянут_ли_БАРОХ?
290 1201 90 2189 2058 Посмотрите,_вот_XXXXX._Мясистый_ли_он?
248 1210 1309 2033 2088 _Белый_ли_БАРОХ?
292 1201 92 2060 2196 Это_XXXXX._Он_яркий?
277 1214 1307 2141 2013 _Прозрачный_ли_ГОНИК?
183 1208 1309 2014 2023 _Зеленый_ли_XXXXX?
296 1205 80 2048 2176 Вы_видите_XXXXX._Он_цитрусовый?
279 1214 1306 2143 2008 _Цветущий_ли_ГОНИК?
177 1208 1310 2017 2156 _Рыхлый_ли_XXXXX?
227 1216 1309 2067 2041 _Раскрыт_ли_XXXXX?
274 1214 1306 2040 2138 _Изогнут_ли_ГОНИК?
229 1216 1306 2069 2022 _Квадратный_ли_XXXXX?
289 1207 41 2232 2009 На_экране_ФИНИК._Коричневый_ли_он?
291 1205 75 2227 2043 Вот_XXXXX._Он_гнилой?
293 1213 141 2212 2133 На_картинке_XXXXX._Спрессован_ли_он?
280 1214 1310 2053 2144 _Скручен_ли_ГОНИК?
290 1205 74 2175 2042 Посмотрите,_вот_XXXXX._Черный_ли_он?
291 1201 91 2059 2228 Вот_XXXXX._Горький_ли_он?
179 1208 1308 2012 2019 _Ядовитый_ли_XXXXX?
163 1206 1307 2162 2003 _Жаренный_ли_БАНАН?
295 1207 47 2015 2184 Перед_Вами_ФИНИК._Он_с_косточкой?
198 1202 1310 2064 2038 _Длинный_ли_ЛИМОН?
215 1204 1307 2015 2055 _Крепкий_ли_XXXXX?
291 1209 107 2228 2075 Вот_XXXXX._Пятнистый_ли_он?
294 1205 78 2194 2046 На_мониторе_XXXXX._Хрустящий_ли_он?
245 1210 1306 2085 2061 _Выжатый_ли_БАРОХ?
258 1212 1306 2044 2114 _Ребристый_ли_XXXXX?
293 1207 45 2225 2013 На_картинке_ФИНИК._Мохнатый_ли_он?
244 1210 1310 2036 2084 _Бурый_ли_БАРОХ?
295 1201 95 2217 2063 Перед_Вами_XXXXX._Он_серый?
232 1216 1307 2023 2072 _Разноцветный_ли_XXXXX?
292 1207 44 2012 2214 Это_ФИНИК._Ломкий_ли_он?
292 1205 76 2201 2044 Это_XXXXX._Он_бугристый?
289 1213 137 2182 2129 На_экране_XXXXX._Он_шарообразный?
263 1212 1306 2119 2028 _Лохматый_ли_XXXXX?
289 1211 121 2089 2208 На_экране_ЛИРОХ._Испачкан_ли_он?
166 1206 1308 2041 2006 _Съедобный_ли_БАНАН?
