1 2 3 4 5 6
233 1215 1308 2004 2073 _Имеет_ли_мякоть_ТОДИС?
293 1202 69 2207 2037 На_картинке_XXXXX._Сочный_ли_он?
293 1210 133 2207 2117 На_картинке_XXXXX._Овальный_ли_он?
266 1211 1309 2028 2130 _Надрезан_ли_ЛИРОХ?
253 1209 1307 2093 2062 _Колючий_ли_XXXXX?
185 1203 1310 2018 2025 _С_молоком_ли_КОКОС?
290 1214 98 2066 2223 Посмотрите,_вот_XXXXX._Он_с_веточкой?
271 1211 1310 2026 2135 _Ровный_ли_ЛИРОХ?
294 1204 86 2174 2054 На_мониторе_РЕДИС._Пышный_ли_он?
290 1216 114 2082 2193 Посмотрите,_вот_ПЕМАТ._Он_надломан?
239 1215 1310 2009 2079 _Высушенный_ли_ТОДИС?
222 1201 1308 2062 2033 _Спелый_ли_XXXXX?
192 1203 1307 2167 2032 _Мягкий_ли_КОКОС?
293 1208 53 2021 2170 На_картинке_ГОРОХ._Он_плоский?
288 1213 1307 2152 2050 _Очищен_ли_XXXXX?
171 1207 1306 2011 2161 _Скользкий_ли_ФИНИК?
289 1204 81 2049 2213 На_экране_РЕДИС._Он_с_ботвой?
289 1210 129 2113 2230 На_экране_XXXXX._Он_белый_внутри?
207 1205 1309 2160 2047 _Блестит_ли_XXXXX?
251 1209 1307 2023 2091 _Разрезан_ли_XXXXX?
291 1212 147 2173 2139 Вот_ФИМОН._Он_бархатистый?
201 1205 1307 2034 2041 _Сырой_ли_XXXXX?
290 1206 30 2002 2223 Посмотрите,_вот_XXXXX._Свежий_ли_он?
289 1202 65 2230 2033 На_экране_XXXXX._Он_старый?
293 1206 33 2005 2179 На_картинке_XXXXX._Влажный_ли_он?
296 1208 56 2202 2024 Вы_видите_ГОРОХ._Легкий_ли_он?
295 1214 103 2071 2215 Перед_Вами_XXXXX._Увядший_ли_он?
295 1216 119 2087 2178 Перед_Вами_ПЕМАТ._Пустой_ли_он?
174 1207 1309 2014 2049 _Сморщенный_ли_ФИНИК?
284 1213 1307 2148 2060 _Цельный_ли_XXXXX?
217 1201 1306 2159 2057 _Целый_ли_XXXXX?
296 1212 152 2144 2197 Вы_видите_ФИМОН._Скручен_ли_он?
204 1205 1307 2044 2004 _Бугристый_ли_XXXXX?
291 1214 99 2067 2219 Вот_XXXXX._Он_раскрыт?
291 1208 51 2019 2216 Вот_ГОРОХ._Ядовитый_ли_он?
294 1202 70 2038 2218 На_мониторе_XXXXX._Упругий_ли_он?
294 1216 118 2169 2086 На_мониторе_ПЕМАТ._Объемный_ли_он?
282 1213 1310 2045 2146 _Розовый_ли_XXXXX?
294 1210 134 2118 2218 На_мониторе_XXXXX._Жидкий_ли_он?
291 1210 131 2115 2226 Вот_XXXXX._Голубой_ли_он?
