1 2 3 4 5 6
184 1208 1306 2032 2024 _Легкий_ли_ГОРОХ?
209 1204 1309 2012 2049 _С_ботвой_ли_РЕДИС?
296 1203 64 2032 2192 Вы_видите_XXXXX._Он_мягкий?
181 1208 1309 2028 2021 _Плоский_ли_ГОРОХ?
271 1210 1309 2135 2018 _Ровный_ли_XXXXX?
284 1212 1308 2148 2004 _Цельный_ли_ФИМОН?
290 1215 114 2191 2082 Посмотрите,_вот_XXXXX._Он_надломан?
295 1213 103 2071 2195 Перед_Вами_КОДИС._Увядший_ли_он?
291 1211 147 2139 2177 Вот_XXXXX._Он_бархатистый?
214 1204 1310 2054 2157 _Пышный_ли_РЕДИС?
193 1202 1307 2045 2033 _Старый_ли_XXXXX?
295 1215 119 2184 2087 Перед_Вами_XXXXX._Пустой_ли_он?
288 1212 1310 2063 2152 _Очищен_ли_ФИМОН?
291 1207 43 2011 2172 Вот_XXXXX._Он_скользкий?
294 1201 94 2062 2203 На_мониторе_ТОМАТ._Он_спелый?
289 1201 89 2057 2159 На_экране_ТОМАТ._Целый_ли_он?
251 1216 1308 2091 2007 _Разрезан_ли_ПЕМАТ?
197 1202 1306 2060 2037 _Сочный_ли_XXXXX?
289 1209 129 2113 2211 На_экране_РЕНАН._Он_белый_внутри?
253 1216 1310 2093 2033 _Колючий_ли_ПЕМАТ?
162 1206 1310 2166 2002 _Свежий_ли_XXXXX?
266 1210 1308 2130 2041 _Надрезан_ли_XXXXX?
290 1213 98 2066 2175 Посмотрите,_вот_КОДИС._Он_с_веточкой?
233 1214 1306 2073 2055 _Имеет_ли_мякоть_XXXXX?
294 1207 46 2014 2181 На_мониторе_XXXXX._Он_сморщенный?
293 1209 133 2220 2117 На_картинке_РЕНАН._Овальный_ли_он?
295 1205 79 2047 2195 Перед_Вами_ПЕРЕЦ._Блестит_ли_он?
239 1214 1309 2079 2013 _Высушенный_ли_XXXXX?
165 1206 1308 2164 2005 _Влажный_ли_XXXXX?
289 1203 57 2025 2208 На_экране_XXXXX._Он_с_молоком?
289 1205 73 2041 2182 На_экране_ПЕРЕЦ._Сырой_ли_он?
199 1202 1309 2039 2057 _Упругий_ли_XXXXX?
294 1215 118 2181 2086 На_мониторе_XXXXX._Объемный_ли_он?
293 1211 149 2186 2141 На_картинке_XXXXX._Он_прозрачный?
234 1214 1307 2047 2074 _Продолговатый_ли_XXXXX?
250 1216 1307 2090 2049 _Фаршированный_ли_ПЕМАТ?
294 1205 78 2046 2194 На_мониторе_ПЕРЕЦ._Хрустящий_ли_он?
196 1202 1308 2041 2036 _Кислый_ли_XXXXX?
252 1216 1309 2092 2002 _С_лепестками_ли_ПЕМАТ?
296 1205 80 2176 2048 Вы_видите_ПЕРЕЦ._Он_цитрусовый?
286 1212 1306 2005 2150 _Заострен_ли_ФИМОН?
292 1215 116 2084 2214 Это_XXXXX._Он_бурый?
291 1209 131 2115 2228 Вот_РЕНАН._Голубой_ли_он?
293 1207 45 2013 2225 На_картинке_XXXXX._Мохнатый_ли_он?
295 1209 135 2119 2217 Перед_Вами_РЕНАН._Он_лохматый?
164 1206 1306 2004 2058 _Сладкий_ли_XXXXX?
290 1203 58 2026 2231 Посмотрите,_вот_XXXXX._Полый_ли_он?
281 1212 1309 2062 2145 _С_чешуйками_ли_ФИМОН?
292 1211 148 2180 2140 Это_XXXXX._Однотонный_ли_он?
269 1210 1308 2044 2133 _Спрессован_ли_XXXXX?
272 1210 1309 2057 2136 _Имеет_ли_шипы_XXXXX?
178 1208 1307 2030 2018 _В_стручке_ли_ГОРОХ?
290 1211 146 2138 2231 Посмотрите,_вот_XXXXX._Изогнут_ли_он?
287 1212 1307 2151 2050 _Рассыпчатый_ли_ФИМОН?
255 1216 1309 2003 2095 _Зернистый_ли_ПЕМАТ?
292 1203 60 2180 2028 Это_XXXXX._Пористый_ли_он?
291 1205 75 2043 2227 Вот_ПЕРЕЦ._Он_гнилой?
167 1206 1309 2046 2007 _Сиреневый_ли_XXXXX?
211 1204 1308 2051 2011 _Пряный_ли_РЕДИС?
215 1204 1307 2160 2055 _Крепкий_ли_РЕДИС?
293 1205 77 2212 2045 На_картинке_ПЕРЕЦ._Он_слоеный?
282 1212 1307 2025 2146 _Розовый_ли_ФИМОН?
256 1216 1306 2029 2096 _Округлый_ли_ПЕМАТ?
200 1202 1308 2064 2040 _Без_кожуры_ли_XXXXX?
295 1201 95 2063 2217 Перед_Вами_ТОМАТ._Он_серый?
177 1208 1306 2017 2013 _Рыхлый_ли_ГОРОХ?
292 1201 92 2196 2060 Это_ТОМАТ._Он_яркий?
292 1209 132 2196 2116 Это_РЕНАН._Он_с_бугорками?
289 1207 41 2232 2009 На_экране_XXXXX._Коричневый_ли_он?
292 1207 44 2214 2012 Это_XXXXX._Ломкий_ли_он?
195 1202 1308 2047 2035 _С_цедрой_ли_XXXXX?
182 1208 1306 2022 2155 _Толченый_ли_ГОРОХ?
291 1203 59 2177 2027 Вот_XXXXX._Гладкий_ли_он?
180 1208 1310 2009 2020 _Полосатый_ли_ГОРОХ?
294 1213 102 2194 2070 На_мониторе_КОДИС._Разноцветный_ли_он?
289 1213 97 2182 2065 На_экране_КОДИС._Сушеный_ли_он?
290 1201 90 2189 2058 Посмотрите,_вот_ТОМАТ._Мясистый_ли_он?
291 1215 115 2172 2083 Вот_XXXXX._Он_волнистый?
265 1210 1306 2052 2129 _Шарообразный_ли_XXXXX?
213 1204 1307 2016 2053 _Соленый_ли_РЕДИС?
235 1214 1308 2075 2046 _Пятнистый_ли_XXXXX?
296 1215 120 2205 2088 Вы_видите_XXXXX._Белый_ли_он?
292 1213 100 2201 2068 Это_КОДИС._Пушистый_ли_он?
268 1210 1307 2132 2061 _Сорван_ли_XXXXX?
179 1208 1306 2019 2015 _Ядовитый_ли_ГОРОХ?
290 1209 130 2114 2189 Посмотрите,_вот_РЕНАН._Ребристый_ли_он?
270 1210 1309 2134 2048 _Желтый_ли_XXXXX?
293 1213 101 2069 2212 На_картинке_КОДИС._Он_квадратный?
290 1205 74 2175 2042 Посмотрите,_вот_ПЕРЕЦ._Черный_ли_он?
249 1216 1307 2015 2089 _Испачкан_ли_ПЕМАТ?
291 1201 91 2059 2228 Вот_ТОМАТ._Горький_ли_он?
296 1201 96 2183 2064 Вы_видите_ТОМАТ._Вязкий_ли_он?
291 1213 99 2067 2227 Вот_КОДИС._Он_раскрыт?
296 1213 104 2176 2072 Вы_видите_КОДИС._Он_склизкий?
194 1202 1309 2062 2034 _Фиолетовый_ли_XXXXX?
240 1214 1309 2039 2080 _Мятый_ли_XXXXX?
237 1214 1309 2020 2077 _Синий_ли_XXXXX?
285 1212 1308 2149 2028 _Шершавый_ли_ФИМОН?
289 1215 113 2081 2232 На_экране_XXXXX._Он_выжатый?
290 1207 42 2010 2191 Посмотрите,_вот_XXXXX._Сахаристый_ли_он?
292 1205 76 2044 2201 Это_ПЕРЕЦ._Он_бугристый?
294 1211 150 2190 2142 На_мониторе_XXXXX._Он_измельчен?
198 1202 1310 2163 2038 _Длинный_ли_XXXXX?
293 1203 61 2186 2029 На_картинке_XXXXX._Он_вареный?
289 1211 145 2208 2137 На_экране_XXXXX._Он_красноватый?
295 1211 151 2143 2199 Перед_Вами_XXXXX._Цветущий_ли_он?
293 1215 117 2225 2085 На_картинке_XXXXX._Вытянут_ли_он?
210 1204 1306 2050 2154 _Алый_ли_РЕДИС?
183 1208 1307 2023 2025 _Зеленый_ли_ГОРОХ?
163 1206 1306 2063 2003 _Жаренный_ли_XXXXX?
254 1216 1306 2001 2094 _Оранжевый_ли_ПЕМАТ?
294 1209 134 2203 2118 На_мониторе_РЕНАН._Жидкий_ли_он?
293 1201 93 2220 2061 На_картинке_ТОМАТ._Он_острый?
296 1209 136 2183 2120 Вы_видите_РЕНАН._Он_золотистый?
212 1204 1309 2052 2029 _Жирный_ли_РЕДИС?
216 1204 1309 2010 2056 _Круглый_ли_РЕДИС?
267 1210 1310 2131 2035 _Перекручен_ли_XXXXX?
238 1214 1309 2014 2078 _С_дольками_ли_XXXXX?
295 1207 47 2184 2015 Перед_Вами_XXXXX._Он_с_косточкой?
166 1206 1307 2059 2006 _Съедобный_ли_XXXXX?
