1 2 3 4 5 6
294 1207 46 2181 2014 На_мониторе_XXXXX._Он_сморщенный?
233 1212 1308 2073 2042 _Имеет_ли_мякоть_ФИМОН?
293 1215 133 2117 2225 На_картинке_XXXXX._Овальный_ли_он?
295 1205 79 2047 2195 Перед_Вами_ПЕРЕЦ._Блестит_ли_он?
289 1205 73 2182 2041 На_экране_ПЕРЕЦ._Сырой_ли_он?
288 1210 1307 2030 2152 _Очищен_ли_XXXXX?
209 1204 1310 2154 2049 _С_ботвой_ли_РЕДИС?
291 1209 147 2228 2139 Вот_РЕНАН._Он_бархатистый?
184 1208 1306 2024 2013 _Легкий_ли_ГОРОХ?
239 1212 1308 2062 2079 _Высушенный_ли_ФИМОН?
294 1201 94 2062 2203 На_мониторе_ТОМАТ._Он_спелый?
289 1201 89 2057 2159 На_экране_ТОМАТ._Целый_ли_он?
165 1206 1306 2005 2163 _Влажный_ли_XXXXX?
271 1216 1307 2135 2018 _Ровный_ли_ПЕМАТ?
193 1202 1308 2033 2161 _Старый_ли_XXXXX?
290 1211 98 2231 2066 Посмотрите,_вот_XXXXX._Он_с_веточкой?
289 1215 129 2113 2232 На_экране_XXXXX._Он_белый_внутри?
214 1204 1307 2054 2159 _Пышный_ли_РЕДИС?
284 1210 1307 2148 2010 _Цельный_ли_XXXXX?
266 1216 1310 2013 2130 _Надрезан_ли_ПЕМАТ?
289 1203 57 2025 2208 На_экране_XXXXX._Он_с_молоком?
197 1202 1310 2037 2047 _Сочный_ли_XXXXX?
251 1214 1307 2024 2091 _Разрезан_ли_XXXXX?
291 1207 43 2172 2011 Вот_XXXXX._Он_скользкий?
295 1211 103 2199 2071 Перед_Вами_XXXXX._Увядший_ли_он?
290 1213 114 2175 2082 Посмотрите,_вот_КОДИС._Он_надломан?
181 1208 1310 2021 2015 _Плоский_ли_ГОРОХ?
162 1206 1310 2165 2002 _Свежий_ли_XXXXX?
296 1203 64 2032 2192 Вы_видите_XXXXX._Он_мягкий?
253 1214 1309 2093 2050 _Колючий_ли_XXXXX?
295 1213 119 2195 2087 Перед_Вами_КОДИС._Пустой_ли_он?
269 1216 1308 2133 2058 _Спрессован_ли_ПЕМАТ?
281 1210 1310 2145 2043 _С_чешуйками_ли_XXXXX?
291 1211 99 2177 2067 Вот_XXXXX._Он_раскрыт?
290 1205 74 2042 2175 Посмотрите,_вот_ПЕРЕЦ._Черный_ли_он?
286 1210 1309 2150 2046 _Заострен_ли_XXXXX?
179 1208 1309 2027 2019 _Ядовитый_ли_ГОРОХ?
296 1201 96 2064 2183 Вы_видите_ТОМАТ._Вязкий_ли_он?
291 1201 91 2228 2059 Вот_ТОМАТ._Горький_ли_он?
294 1203 62 2030 2190 На_мониторе_XXXXX._Плотный_ли_он?
178 1208 1306 2032 2018 _В_стручке_ли_ГОРОХ?
292 1215 132 2116 2214 Это_XXXXX._Он_с_бугорками?
292 1209 148 2196 2140 Это_РЕНАН._Однотонный_ли_он?
295 1203 63 2031 2199 Перед_Вами_XXXXX._Он_ворсистый?
293 1205 77 2212 2045 На_картинке_ПЕРЕЦ._Он_слоеный?
289 1211 97 2065 2208 На_экране_XXXXX._Сушеный_ли_он?
290 1209 146 2138 2189 Посмотрите,_вот_РЕНАН._Изогнут_ли_он?
289 1207 41 2232 2009 На_экране_XXXXX._Коричневый_ли_он?
295 1201 95 2217 2063 Перед_Вами_ТОМАТ._Он_серый?
255 1214 1307 2044 2095 _Зернистый_ли_XXXXX?
213 1204 1308 2029 2053 _Соленый_ли_РЕДИС?
282 1210 1306 2146 2012 _Розовый_ли_XXXXX?
254 1214 1307 2094 2061 _Оранжевый_ли_XXXXX?
177 1208 1307 2017 2153 _Рыхлый_ли_ГОРОХ?
294 1205 78 2194 2046 На_мониторе_ПЕРЕЦ._Хрустящий_ли_он?
296 1211 104 2192 2072 Вы_видите_XXXXX._Он_склизкий?
294 1209 150 2203 2142 На_мониторе_РЕНАН._Он_измельчен?
265 1216 1310 2129 2036 _Шарообразный_ли_ПЕМАТ?
293 1209 149 2220 2141 На_картинке_РЕНАН._Он_прозрачный?
249 1214 1308 2038 2089 _Испачкан_ли_XXXXX?
292 1201 92 2060 2196 Это_ТОМАТ._Он_яркий?
256 1214 1309 2009 2096 _Округлый_ли_XXXXX?
291 1203 59 2177 2027 Вот_XXXXX._Гладкий_ли_он?
290 1203 58 2026 2231 Посмотрите,_вот_XXXXX._Полый_ли_он?
194 1202 1310 2064 2034 _Фиолетовый_ли_XXXXX?
292 1205 76 2201 2044 Это_ПЕРЕЦ._Он_бугристый?
292 1211 100 2180 2068 Это_XXXXX._Пушистый_ли_он?
167 1206 1309 2007 2164 _Сиреневый_ли_XXXXX?
294 1213 118 2194 2086 На_мониторе_КОДИС._Объемный_ли_он?
250 1214 1308 2001 2090 _Фаршированный_ли_XXXXX?
290 1207 42 2191 2010 Посмотрите,_вот_XXXXX._Сахаристый_ли_он?
292 1213 116 2084 2201 Это_КОДИС._Он_бурый?
290 1215 130 2191 2114 Посмотрите,_вот_XXXXX._Ребристый_ли_он?
270 1216 1308 2055 2134 _Желтый_ли_ПЕМАТ?
234 1212 1306 2074 2053 _Продолговатый_ли_ФИМОН?
235 1212 1308 2033 2075 _Пятнистый_ли_ФИМОН?
164 1206 1310 2044 2004 _Сладкий_ли_XXXXX?
293 1213 117 2085 2212 На_картинке_КОДИС._Вытянут_ли_он?
295 1207 47 2015 2184 Перед_Вами_XXXXX._Он_с_косточкой?
294 1215 134 2118 2181 На_мониторе_XXXXX._Жидкий_ли_он?
291 1205 75 2227 2043 Вот_ПЕРЕЦ._Он_гнилой?
210 1204 1307 2016 2050 _Алый_ли_РЕДИС?
296 1213 120 2088 2176 Вы_видите_КОДИС._Белый_ли_он?
296 1207 48 2205 2016 Вы_видите_XXXXX._Он_треугольный?
290 1201 90 2189 2058 Посмотрите,_вот_ТОМАТ._Мясистый_ли_он?
296 1205 80 2176 2048 Вы_видите_ПЕРЕЦ._Он_цитрусовый?
166 1206 1309 2006 2041 _Съедобный_ли_XXXXX?
283 1210 1307 2147 2047 _Тонкий_ли_XXXXX?
292 1203 60 2180 2028 Это_XXXXX._Пористый_ли_он?
293 1207 45 2225 2013 На_картинке_XXXXX._Мохнатый_ли_он?
238 1212 1309 2078 2060 _С_дольками_ли_ФИМОН?
289 1209 145 2137 2211 На_экране_РЕНАН._Он_красноватый?
212 1204 1307 2028 2052 _Жирный_ли_РЕДИС?
180 1208 1307 2020 2158 _Полосатый_ли_ГОРОХ?
240 1212 1307 2080 2007 _Мятый_ли_ФИМОН?
161 1206 1310 2062 2001 _Чистый_ли_XXXXX?
267 1216 1308 2031 2131 _Перекручен_ли_ПЕМАТ?
296 1209 152 2183 2144 Вы_видите_РЕНАН._Скручен_ли_он?
237 1212 1307 2077 2025 _Синий_ли_ФИМОН?
236 1212 1306 2076 2052 _С_косточкой_ли_ФИМОН?
272 1216 1309 2017 2136 _Имеет_ли_шипы_ПЕМАТ?
216 1204 1309 2025 2056 _Круглый_ли_РЕДИС?
196 1202 1306 2036 2166 _Кислый_ли_XXXXX?
285 1210 1309 2149 2032 _Шершавый_ли_XXXXX?
195 1202 1309 2035 2059 _С_цедрой_ли_XXXXX?
293 1201 93 2220 2061 На_картинке_ТОМАТ._Он_острый?
296 1215 136 2120 2205 Вы_видите_XXXXX._Он_золотистый?
199 1202 1310 2039 2043 _Упругий_ли_XXXXX?
252 1214 1306 2011 2092 _С_лепестками_ли_XXXXX?
211 1204 1306 2051 2026 _Пряный_ли_РЕДИС?
268 1216 1307 2132 2035 _Сорван_ли_ПЕМАТ?
215 1204 1308 2160 2055 _Крепкий_ли_РЕДИС?
168 1206 1307 2008 2063 _Репчатый_ли_XXXXX?
200 1202 1306 2040 2045 _Без_кожуры_ли_XXXXX?
289 1213 113 2081 2182 На_экране_КОДИС._Он_выжатый?
291 1215 131 2172 2115 Вот_XXXXX._Голубой_ли_он?
292 1207 44 2012 2214 Это_XXXXX._Ломкий_ли_он?
293 1211 101 2186 2069 На_картинке_XXXXX._Он_квадратный?
163 1206 1309 2003 2046 _Жаренный_ли_XXXXX?
198 1202 1307 2038 2042 _Длинный_ли_XXXXX?
182 1208 1307 2010 2022 _Толченый_ли_ГОРОХ?
