1 2 3 4 5 6
295 1212 143 2187 2135 Перед_Вами_XXXXX._Ровный_ли_он?
293 1202 69 2207 2037 На_картинке_ЛИМОН._Сочный_ли_он?
290 1212 138 2130 2204 Посмотрите,_вот_XXXXX._Он_надрезан?
296 1214 160 2222 2152 Вы_видите_ГОНИК._Очищен_ли_он?
275 1213 1306 2030 2139 _Бархатистый_ли_КОДИС?
192 1203 1306 2032 2165 _Мягкий_ли_XXXXX?
293 1210 125 2207 2093 На_картинке_БАРОХ._Колючий_ли_он?
174 1207 1307 2021 2014 _Сморщенный_ли_XXXXX?
292 1214 156 2148 2210 Это_ГОНИК._Цельный_ли_он?
171 1207 1308 2011 2022 _Скользкий_ли_XXXXX?
295 1216 111 2178 2079 Перед_Вами_XXXXX._Он_высушенный?
247 1209 1307 2031 2087 _Пустой_ли_РЕНАН?
207 1205 1309 2155 2047 _Блестит_ли_ПЕРЕЦ?
222 1201 1306 2062 2005 _Спелый_ли_ТОМАТ?
294 1204 86 2174 2054 На_мониторе_XXXXX._Пышный_ли_он?
291 1210 123 2091 2226 Вот_БАРОХ._Он_разрезанный?
289 1204 81 2049 2213 На_экране_XXXXX._Он_с_ботвой?
242 1209 1307 2082 2024 _Надломан_ли_РЕНАН?
185 1203 1309 2025 2053 _С_молоком_ли_XXXXX?
290 1206 30 2002 2223 Посмотрите,_вот_БАНАН._Свежий_ли_он?
293 1208 53 2021 2170 На_картинке_XXXXX._Он_плоский?
226 1215 1307 2066 2062 _С_веточкой_ли_XXXXX?
289 1202 65 2230 2033 На_экране_ЛИМОН._Он_старый?
293 1206 33 2005 2179 На_картинке_БАНАН._Влажный_ли_он?
261 1211 1310 2117 2037 _Овальный_ли_XXXXX?
201 1205 1306 2159 2041 _Сырой_ли_ПЕРЕЦ?
217 1201 1307 2159 2057 _Целый_ли_ТОМАТ?
231 1215 1310 2071 2056 _Увядший_ли_XXXXX?
257 1211 1306 2113 2018 _Белый_ли_внутри_XXXXX?
296 1208 56 2202 2024 Вы_видите_XXXXX._Легкий_ли_он?
289 1216 105 2221 2073 На_экране_XXXXX._Он_имеет_мякоть?
225 1215 1308 2045 2065 _Сушеный_ли_XXXXX?
295 1204 87 2187 2055 Перед_Вами_XXXXX._Крепкий_ли_он?
188 1203 1306 2028 2166 _Пористый_ли_XXXXX?
294 1216 110 2078 2169 На_мониторе_XXXXX._Он_с_дольками?
296 1216 112 2202 2080 Вы_видите_XXXXX._Мятый_ли_он?
296 1206 40 2222 2008 Вы_видите_БАНАН._Он_репчатый?
274 1213 1310 2138 2064 _Изогнут_ли_КОДИС?
218 1201 1306 2156 2058 _Мясистый_ли_ТОМАТ?
259 1211 1309 2115 2006 _Голубой_ли_XXXXX?
290 1210 122 2209 2090 Посмотрите,_вот_БАРОХ._Он_фаршированный?
203 1205 1307 2040 2043 _Гнилой_ли_ПЕРЕЦ?
292 1216 108 2076 2206 Это_XXXXX._Он_с_кожурой?
220 1201 1309 2060 2007 _Яркий_ли_ТОМАТ?
244 1209 1310 2057 2084 _Бурый_ли_РЕНАН?
290 1214 154 2146 2223 Посмотрите,_вот_ГОНИК._Он_розовый?
241 1209 1310 2001 2081 _Вытянут_ли_РЕНАН?
291 1212 139 2131 2173 Вот_XXXXX._Он_перекручен?
289 1210 121 2230 2089 На_экране_БАРОХ._Испачкан_ли_он?
190 1203 1308 2017 2030 _Плотный_ли_XXXXX?
223 1201 1307 2154 2063 _Серый_ли_ТОМАТ?
243 1209 1307 2083 2015 _Волнистый_ли_РЕНАН?
246 1209 1310 2086 2039 _Объемный_ли_РЕНАН?
294 1210 126 2218 2094 На_мониторе_БАРОХ._Оранжевый_ли_он?
229 1215 1309 2069 2014 _Квадратный_ли_XXXXX?
295 1210 127 2095 2200 Перед_Вами_БАРОХ._Он_зернистый?
296 1202 72 2040 2198 Вы_видите_ЛИМОН._Он_без_кожуры?
206 1205 1310 2036 2046 _Хрустящий_ли_ПЕРЕЦ?
294 1202 70 2038 2218 На_мониторе_ЛИМОН._Упругий_ли_он?
292 1204 84 2171 2052 Это_XXXXX._Жирный_ли_он?
258 1211 1308 2044 2114 _Ребристый_ли_XXXXX?
