1 2 3 4 5 6
293 1208 53 2021 2207 На_картинке_XXXXX._Он_плоский?
201 1205 1307 2008 2041 _Сырой_ли_ПЕРЕЦ?
290 1212 138 2130 2209 Посмотрите,_вот_XXXXX._Он_надрезан?
242 1209 1309 2007 2082 _Надломан_ли_РЕНАН?
289 1204 81 2178 2049 На_экране_XXXXX._Он_с_ботвой?
192 1203 1310 2055 2032 _Мягкий_ли_XXXXX?
185 1203 1306 2025 2167 _С_молоком_ли_XXXXX?
295 1216 111 2173 2079 Перед_Вами_XXXXX._Он_высушенный?
231 1215 1306 2031 2071 _Увядший_ли_XXXXX?
222 1201 1309 2040 2062 _Спелый_ли_ТОМАТ?
291 1210 123 2091 2219 Вот_БАРОХ._Он_разрезанный?
207 1205 1307 2047 2157 _Блестит_ли_ПЕРЕЦ?
293 1210 125 2093 2201 На_картинке_БАРОХ._Колючий_ли_он?
275 1213 1306 2037 2139 _Бархатистый_ли_КОДИС?
292 1214 156 2215 2148 Это_ГОНИК._Цельный_ли_он?
295 1212 143 2217 2135 Перед_Вами_XXXXX._Ровный_ли_он?
294 1204 86 2054 2216 На_мониторе_XXXXX._Пышный_ли_он?
261 1211 1309 2049 2117 _Овальный_ли_XXXXX?
171 1207 1307 2051 2011 _Скользкий_ли_XXXXX?
296 1208 56 2024 2202 Вы_видите_XXXXX._Легкий_ли_он?
290 1206 30 2002 2185 Посмотрите,_вот_БАНАН._Свежий_ли_он?
217 1201 1309 2159 2057 _Целый_ли_ТОМАТ?
174 1207 1310 2056 2014 _Сморщенный_ли_XXXXX?
296 1214 160 2205 2152 Вы_видите_ГОНИК._Очищен_ли_он?
293 1202 69 2037 2201 На_картинке_ЛИМОН._Сочный_ли_он?
257 1211 1307 2042 2113 _Белый_ли_внутри_XXXXX?
289 1202 65 2184 2033 На_экране_ЛИМОН._Он_старый?
226 1215 1310 2066 2022 _С_веточкой_ли_XXXXX?
247 1209 1308 2087 2034 _Пустой_ли_РЕНАН?
293 1206 33 2171 2005 На_картинке_БАНАН._Влажный_ли_он?
289 1216 105 2225 2073 На_экране_XXXXX._Он_имеет_мякоть?
225 1215 1307 2065 2012 _Сушеный_ли_XXXXX?
176 1207 1306 2016 2053 _Треугольный_ли_XXXXX?
186 1203 1308 2018 2026 _Полый_ли_XXXXX?
294 1208 54 2022 2230 На_мониторе_XXXXX._Он_толченый?
295 1210 127 2095 2182 Перед_Вами_БАРОХ._Он_зернистый?
170 1207 1308 2010 2021 _Сахаристый_ли_XXXXX?
294 1206 34 2006 2228 На_мониторе_БАНАН._Он_съедобный?
276 1213 1306 2140 2045 _Однотонный_ли_КОДИС?
241 1209 1308 2013 2081 _Вытянут_ли_РЕНАН?
219 1201 1306 2059 2035 _Горький_ли_ТОМАТ?
227 1215 1306 2067 2018 _Раскрыт_ли_XXXXX?
263 1211 1309 2119 2043 _Лохматый_ли_XXXXX?
289 1210 121 2184 2089 На_экране_БАРОХ._Испачкан_ли_он?
292 1216 108 2076 2208 Это_XXXXX._Он_с_кожурой?
245 1209 1306 2085 2038 _Выжатый_ли_РЕНАН?
291 1214 155 2180 2147 Вот_ГОНИК._Тонкий_ли_он?
296 1212 144 2136 2227 Вы_видите_XXXXX._Он_имеет_шипы?
293 1216 109 2077 2207 На_картинке_XXXXX._Синий_ли_он?
291 1212 139 2131 2197 Вот_XXXXX._Он_перекручен?
291 1216 107 2196 2075 Вот_XXXXX._Пятнистый_ли_он?
259 1211 1307 2015 2115 _Голубой_ли_XXXXX?
246 1209 1307 2005 2086 _Объемный_ли_РЕНАН?
191 1203 1310 2017 2031 _Ворсистый_ли_XXXXX?
205 1205 1309 2045 2158 _Черный_ли_ПЕРЕЦ?
187 1203 1307 2027 2022 _Гладкий_ли_XXXXX?
262 1211 1307 2118 2039 _Жидкий_ли_XXXXX?
295 1202 71 2039 2182 Перед_Вами_ЛИМОН._Он_длинный?
294 1214 158 2228 2150 На_мониторе_ГОНИК._Заострен_ли_он?
291 1204 83 2051 2197 Вот_XXXXX._Пряный_ли_он?
296 1216 112 2202 2080 Вы_видите_XXXXX._Мятый_ли_он?
292 1210 124 2092 2176 Это_БАРОХ._Он_с_лепестками?
291 1202 67 2035 2219 Вот_ЛИМОН._Он_с_цедрой?
208 1205 1309 2154 2048 _Цитрусовый_ли_ПЕРЕЦ?
294 1202 70 2206 2038 На_мониторе_ЛИМОН._Упругий_ли_он?
291 1206 31 2003 2180 Вот_БАНАН._Он_жаренный?
258 1211 1310 2055 2114 _Ребристый_ли_XXXXX?
260 1211 1309 2003 2116 _С_бугорками_ли_XXXXX?
292 1212 140 2211 2132 Это_XXXXX._Сорван_ли_он?
290 1214 154 2146 2185 Посмотрите,_вот_ГОНИК._Он_розовый?
289 1208 49 2017 2225 На_экране_XXXXX._Рыхлый_ли_он?
220 1201 1309 2060 2156 _Яркий_ли_ТОМАТ?
296 1210 128 2169 2096 Вы_видите_БАРОХ._Округлый_ли_он?
169 1207 1308 2161 2009 _Коричневый_ли_XXXXX?
295 1214 159 2170 2151 Перед_Вами_ГОНИК._Он_рассыпчатый?
293 1212 141 2183 2133 На_картинке_XXXXX._Спрессован_ли_он?
289 1206 29 2179 2001 На_экране_БАНАН._Он_чистый?
230 1215 1306 2070 2006 _Склизкий_ли_XXXXX?
203 1205 1309 2036 2043 _Гнилой_ли_ПЕРЕЦ?
289 1212 137 2129 2178 На_экране_XXXXX._Он_шарообразный?
173 1207 1309 2013 2168 _Мохнатый_ли_XXXXX?
188 1203 1308 2163 2028 _Пористый_ли_XXXXX?
292 1206 32 2004 2215 Это_БАНАН._Сладкий_ли_он?
232 1215 1310 2033 2072 _Разноцветный_ли_XXXXX?
175 1207 1307 2015 2019 _С_косточкой_ли_XXXXX?
293 1214 157 2149 2171 На_картинке_ГОНИК._Он_шершавый?
248 1209 1308 2088 2021 _Белый_ли_РЕНАН?
290 1202 66 2034 2186 Посмотрите,_вот_ЛИМОН._Фиолетовый_ли_он?
228 1215 1308 2059 2068 _Пушистый_ли_XXXXX?
223 1201 1308 2003 2063 _Серый_ли_ТОМАТ?
295 1206 35 2007 2170 Перед_Вами_БАНАН._Сиреневый_ли_он?
218 1201 1310 2058 2005 _Мясистый_ли_ТОМАТ?
277 1213 1310 2141 2057 _Прозрачный_ли_КОДИС?
292 1208 52 2020 2208 Это_XXXXX._Он_полосатый?
264 1211 1309 2120 2016 _Золотистый_ли_XXXXX?
292 1202 68 2036 2176 Это_ЛИМОН._Кислый_ли_он?
296 1204 88 2056 2227 Вы_видите_XXXXX._Он_круглый?
294 1212 142 2216 2134 На_мониторе_XXXXX._Желтый_ли_он?
295 1208 55 2173 2023 Перед_Вами_XXXXX._Зеленый_ли_он?
292 1204 84 2211 2052 Это_XXXXX._Жирный_ли_он?
273 1213 1308 2137 2010 _Красноватый_ли_КОДИС?
293 1204 85 2183 2053 На_картинке_XXXXX._Он_соленый?
280 1213 1308 2008 2144 _Скручен_ли_КОДИС?
296 1206 40 2205 2008 Вы_видите_БАНАН._Он_репчатый?
294 1216 110 2230 2078 На_мониторе_XXXXX._Он_с_дольками?
224 1201 1310 2064 2037 _Вязкий_ли_ТОМАТ?
290 1216 106 2210 2074 Посмотрите,_вот_XXXXX._Продолговатый_ли_он?
243 1209 1309 2083 2036 _Волнистый_ли_РЕНАН?
290 1204 82 2209 2050 Посмотрите,_вот_XXXXX._Он_алый?
294 1210 126 2206 2094 На_мониторе_БАРОХ._Оранжевый_ли_он?
229 1215 1308 2069 2024 _Квадратный_ли_XXXXX?
189 1203 1306 2020 2029 _Вареный_ли_XXXXX?
291 1208 51 2196 2019 Вот_XXXXX._Ядовитый_ли_он?
172 1207 1306 2164 2012 _Ломкий_ли_XXXXX?
290 1208 50 2210 2018 Посмотрите,_вот_XXXXX._Он_в_стручке?
295 1204 87 2055 2217 Перед_Вами_XXXXX._Крепкий_ли_он?
202 1205 1309 2033 2042 _Слоеный_ли_ПЕРЕЦ?
290 1210 122 2186 2090 Посмотрите,_вот_БАРОХ._Он_фаршированный?
296 1202 72 2040 2169 Вы_видите_ЛИМОН._Он_без_кожуры?
221 1201 1310 2061 2160 _Острый_ли_ТОМАТ?
206 1205 1310 2007 2046 _Хрустящий_ли_ПЕРЕЦ?
279 1213 1307 2014 2143 _Цветущий_ли_КОДИС?
190 1203 1310 2030 2050 _Плотный_ли_XXXXX?
289 1214 153 2179 2145 На_экране_ГОНИК._Он_с_чешуйками?
204 1205 1309 2038 2044 _Бугристый_ли_ПЕРЕЦ?
244 1209 1308 2064 2084 _Бурый_ли_РЕНАН?
278 1213 1306 2142 2032 _Измельчен_ли_КОДИС?
274 1213 1307 2138 2053 _Изогнут_ли_КОДИС?
