1 2 3 4 5 6
266 1215 1309 2031 2130 _Надрезан_ли_ТОДИС?
174 1207 1309 2014 2165 _Сморщенный_ли_ФИНИК?
296 1208 56 2202 2024 Вы_видите_ГОРОХ._Легкий_ли_он?
185 1203 1308 2025 2052 _С_молоком_ли_КОКОС?
293 1214 133 2179 2117 На_картинке_XXXXX._Овальный_ли_он?
290 1206 30 2223 2002 Посмотрите,_вот_XXXXX._Свежий_ли_он?
295 1212 119 2187 2087 Перед_Вами_ФИМОН._Пустой_ли_он?
289 1204 81 2213 2049 На_экране_РЕДИС._Он_с_ботвой?
207 1205 1307 2047 2002 _Блестит_ли_XXXXX?
201 1205 1307 2041 2158 _Сырой_ли_XXXXX?
295 1210 103 2071 2200 Перед_Вами_XXXXX._Увядший_ли_он?
294 1204 86 2054 2174 На_мониторе_РЕДИС._Пышный_ли_он?
239 1211 1308 2079 2050 _Высушенный_ли_ЛИРОХ?
293 1206 33 2179 2005 На_картинке_XXXXX._Влажный_ли_он?
192 1203 1310 2049 2032 _Мягкий_ли_КОКОС?
171 1207 1309 2011 2050 _Скользкий_ли_ФИНИК?
289 1202 65 2230 2033 На_экране_XXXXX._Он_старый?
289 1214 129 2113 2229 На_экране_XXXXX._Он_белый_внутри?
293 1208 53 2021 2170 На_картинке_ГОРОХ._Он_плоский?
217 1201 1308 2159 2057 _Целый_ли_XXXXX?
284 1209 1309 2058 2148 _Цельный_ли_XXXXX?
293 1202 69 2037 2207 На_картинке_XXXXX._Сочный_ли_он?
222 1201 1309 2157 2062 _Спелый_ли_XXXXX?
253 1213 1306 2005 2093 _Колючий_ли_XXXXX?
271 1215 1308 2006 2135 _Ровный_ли_ТОДИС?
251 1213 1307 2091 2044 _Разрезан_ли_XXXXX?
290 1210 98 2209 2066 Посмотрите,_вот_XXXXX._Он_с_веточкой?
291 1216 147 2139 2216 Вот_ПЕМАТ._Он_бархатистый?
233 1211 1307 2073 2024 _Имеет_ли_мякоть_ЛИРОХ?
290 1212 114 2204 2082 Посмотрите,_вот_ФИМОН._Он_надломан?
288 1209 1306 2152 2037 _Очищен_ли_XXXXX?
291 1214 131 2219 2115 Вот_XXXXX._Голубой_ли_он?
293 1216 149 2170 2141 На_картинке_ПЕМАТ._Он_прозрачный?
250 1213 1309 2055 2090 _Фаршированный_ли_XXXXX?
208 1205 1308 2159 2048 _Цитрусовый_ли_XXXXX?
256 1213 1307 2096 2011 _Округлый_ли_XXXXX?
293 1210 101 2069 2207 На_картинке_XXXXX._Он_квадратный?
292 1214 132 2210 2116 Это_XXXXX._Он_с_бугорками?
282 1209 1306 2146 2063 _Розовый_ли_XXXXX?
254 1213 1307 2094 2027 _Оранжевый_ли_XXXXX?
220 1201 1310 2060 2155 _Яркий_ли_XXXXX?
296 1212 120 2197 2088 Вы_видите_ФИМОН._Белый_ли_он?
296 1214 136 2222 2120 Вы_видите_XXXXX._Он_золотистый?
252 1213 1306 2064 2092 _С_лепестками_ли_XXXXX?
296 1206 40 2222 2008 Вы_видите_XXXXX._Он_репчатый?
170 1207 1307 2168 2010 _Сахаристый_ли_ФИНИК?
218 1201 1306 2160 2058 _Мясистый_ли_XXXXX?
294 1206 34 2006 2224 На_мониторе_XXXXX._Он_съедобный?
219 1201 1307 2059 2034 _Горький_ли_XXXXX?
295 1214 135 2215 2119 Перед_Вами_XXXXX._Он_лохматый?
283 1209 1310 2022 2147 _Тонкий_ли_XXXXX?
296 1216 152 2144 2202 Вы_видите_ПЕМАТ._Скручен_ли_он?
240 1211 1309 2020 2080 _Мятый_ли_ЛИРОХ?
290 1214 130 2223 2114 Посмотрите,_вот_XXXXX._Ребристый_ли_он?
293 1212 117 2085 2185 На_картинке_ФИМОН._Вытянут_ли_он?
173 1207 1309 2013 2020 _Мохнатый_ли_ФИНИК?
203 1205 1310 2037 2043 _Гнилой_ли_XXXXX?
289 1210 97 2065 2230 На_экране_XXXXX._Сушеный_ли_он?
272 1215 1310 2032 2136 _Имеет_ли_шипы_ТОДИС?
234 1211 1310 2074 2040 _Продолговатый_ли_ЛИРОХ?
202 1205 1310 2042 2006 _Слоеный_ли_XXXXX?
289 1208 49 2017 2221 На_экране_ГОРОХ._Рыхлый_ли_он?
291 1206 31 2219 2003 Вот_XXXXX._Он_жаренный?
268 1215 1307 2036 2132 _Сорван_ли_ТОДИС?
255 1213 1308 2095 2053 _Зернистый_ли_XXXXX?
295 1216 151 2143 2178 Перед_Вами_ПЕМАТ._Цветущий_ли_он?
292 1206 32 2004 2210 Это_XXXXX._Сладкий_ли_он?
175 1207 1306 2051 2015 _С_косточкой_ли_ФИНИК?
291 1202 67 2226 2035 Вот_XXXXX._Он_с_цедрой?
270 1215 1307 2010 2134 _Желтый_ли_ТОДИС?
190 1203 1308 2162 2030 _Плотный_ли_КОКОС?
269 1215 1308 2015 2133 _Спрессован_ли_ТОДИС?
286 1209 1309 2046 2150 _Заострен_ли_XXXXX?
295 1204 87 2055 2187 Перед_Вами_РЕДИС._Крепкий_ли_он?
188 1203 1308 2161 2028 _Пористый_ли_КОКОС?
289 1212 113 2213 2081 На_экране_ФИМОН._Он_выжатый?
186 1203 1309 2026 2054 _Полый_ли_КОКОС?
295 1202 71 2200 2039 Перед_Вами_XXXXX._Он_длинный?
291 1210 99 2226 2067 Вот_XXXXX._Он_раскрыт?
290 1202 66 2034 2209 Посмотрите,_вот_XXXXX._Фиолетовый_ли_он?
294 1214 134 2224 2118 На_мониторе_XXXXX._Жидкий_ли_он?
191 1203 1307 2021 2031 _Ворсистый_ли_КОКОС?
221 1201 1307 2061 2004 _Острый_ли_XXXXX?
292 1208 52 2206 2020 Это_ГОРОХ._Он_полосатый?
189 1203 1310 2029 2055 _Вареный_ли_КОКОС?
295 1206 35 2215 2007 Перед_Вами_XXXXX._Сиреневый_ли_он?
265 1215 1306 2129 2013 _Шарообразный_ли_ТОДИС?
290 1208 50 2018 2193 Посмотрите,_вот_ГОРОХ._Он_в_стручке?
292 1216 148 2140 2206 Это_ПЕМАТ._Однотонный_ли_он?
294 1210 102 2070 2218 На_мониторе_XXXXX._Разноцветный_ли_он?
281 1209 1309 2026 2145 _С_чешуйками_ли_XXXXX?
176 1207 1309 2023 2016 _Треугольный_ли_ФИНИК?
238 1211 1309 2078 2054 _С_дольками_ли_ЛИРОХ?
187 1203 1308 2027 2024 _Гладкий_ли_КОКОС?
235 1211 1307 2056 2075 _Пятнистый_ли_ЛИРОХ?
223 1201 1306 2035 2063 _Серый_ли_XXXXX?
236 1211 1310 2076 2039 _С_косточкой_ли_ЛИРОХ?
294 1216 150 2169 2142 На_мониторе_ПЕМАТ._Он_измельчен?
292 1212 116 2171 2084 Это_ФИМОН._Он_бурый?
292 1202 68 2036 2188 Это_XXXXX._Кислый_ли_он?
291 1212 115 2083 2173 Вот_ФИМОН._Он_волнистый?
292 1204 84 2171 2052 Это_РЕДИС._Жирный_ли_он?
294 1202 70 2218 2038 На_мониторе_XXXXX._Упругий_ли_он?
206 1205 1308 2046 2040 _Хрустящий_ли_XXXXX?
293 1204 85 2185 2053 На_картинке_РЕДИС._Он_соленый?
169 1207 1310 2017 2009 _Коричневый_ли_ФИНИК?
292 1210 100 2188 2068 Это_XXXXX._Пушистый_ли_он?
267 1215 1308 2131 2035 _Перекручен_ли_ТОДИС?
294 1208 54 2022 2169 На_мониторе_ГОРОХ._Он_толченый?
