1 2 3 4 5 6
295 1210 143 2135 2200 Перед_Вами_БАРОХ._Ровный_ли_он?
231 1213 1309 2071 2046 _Увядший_ли_КОДИС?
247 1215 1307 2045 2087 _Пустой_ли_XXXXX?
290 1210 138 2209 2130 Посмотрите,_вот_БАРОХ._Он_надрезан?
289 1214 105 2229 2073 На_экране_ГОНИК._Он_имеет_мякоть?
294 1204 86 2054 2174 На_мониторе_XXXXX._Пышный_ли_он?
290 1206 30 2223 2002 Посмотрите,_вот_БАНАН._Свежий_ли_он?
174 1207 1309 2165 2014 _Сморщенный_ли_XXXXX?
185 1203 1309 2025 2020 _С_молоком_ли_XXXXX?
293 1206 33 2005 2179 На_картинке_БАНАН._Влажный_ли_он?
201 1205 1309 2041 2037 _Сырой_ли_ПЕРЕЦ?
292 1212 156 2148 2171 Это_XXXXX._Цельный_ли_он?
289 1202 65 2033 2230 На_экране_ЛИМОН._Он_старый?
289 1204 81 2213 2049 На_экране_XXXXX._Он_с_ботвой?
295 1214 111 2079 2215 Перед_Вами_ГОНИК._Он_высушенный?
293 1202 69 2037 2207 На_картинке_ЛИМОН._Сочный_ли_он?
171 1207 1307 2011 2018 _Скользкий_ли_XXXXX?
257 1209 1306 2059 2113 _Белый_ли_внутри_РЕНАН?
261 1209 1309 2052 2117 _Овальный_ли_РЕНАН?
217 1201 1307 2057 2159 _Целый_ли_ТОМАТ?
192 1203 1310 2056 2032 _Мягкий_ли_XXXXX?
291 1216 123 2216 2091 Вот_XXXXX._Он_разрезанный?
226 1213 1306 2066 2048 _С_веточкой_ли_КОДИС?
296 1212 160 2152 2197 Вы_видите_XXXXX._Очищен_ли_он?
293 1208 53 2170 2021 На_картинке_XXXXX._Он_плоский?
296 1208 56 2024 2202 Вы_видите_XXXXX._Легкий_ли_он?
207 1205 1306 2007 2047 _Блестит_ли_ПЕРЕЦ?
293 1216 125 2093 2170 На_картинке_XXXXX._Колючий_ли_он?
275 1211 1309 2139 2023 _Бархатистый_ли_XXXXX?
242 1215 1307 2009 2082 _Надломан_ли_XXXXX?
222 1201 1307 2157 2062 _Спелый_ли_ТОМАТ?
291 1212 155 2173 2147 Вот_XXXXX._Тонкий_ли_он?
274 1211 1310 2035 2138 _Изогнут_ли_XXXXX?
227 1213 1310 2001 2067 _Раскрыт_ли_КОДИС?
291 1210 139 2226 2131 Вот_БАРОХ._Он_перекручен?
169 1207 1309 2009 2163 _Коричневый_ли_XXXXX?
191 1203 1308 2031 2050 _Ворсистый_ли_XXXXX?
241 1215 1307 2007 2081 _Вытянут_ли_XXXXX?
293 1210 141 2207 2133 На_картинке_БАРОХ._Спрессован_ли_он?
289 1212 153 2145 2213 На_экране_XXXXX._Он_с_чешуйками?
289 1208 49 2221 2017 На_экране_XXXXX._Рыхлый_ли_он?
290 1212 154 2146 2204 Посмотрите,_вот_XXXXX._Он_розовый?
290 1204 82 2050 2204 Посмотрите,_вот_XXXXX._Он_алый?
175 1207 1306 2161 2015 _С_косточкой_ли_XXXXX?
294 1216 126 2169 2094 На_мониторе_XXXXX._Оранжевый_ли_он?
221 1201 1307 2061 2003 _Острый_ли_ТОМАТ?
296 1204 88 2197 2056 Вы_видите_XXXXX._Он_круглый?
293 1214 109 2077 2179 На_картинке_ГОНИК._Синий_ли_он?
296 1210 144 2198 2136 Вы_видите_БАРОХ._Он_имеет_шипы?
176 1207 1307 2166 2016 _Треугольный_ли_XXXXX?
280 1211 1307 2003 2144 _Скручен_ли_XXXXX?
292 1202 68 2036 2188 Это_ЛИМОН._Кислый_ли_он?
289 1216 121 2221 2089 На_экране_XXXXX._Испачкан_ли_он?
208 1205 1307 2048 2154 _Цитрусовый_ли_ПЕРЕЦ?
225 1213 1309 2047 2065 _Сушеный_ли_КОДИС?
248 1215 1307 2028 2088 _Белый_ли_XXXXX?
293 1212 157 2185 2149 На_картинке_XXXXX._Он_шершавый?
290 1216 122 2193 2090 Посмотрите,_вот_XXXXX._Он_фаршированный?
292 1206 32 2004 2210 Это_БАНАН._Сладкий_ли_он?
295 1216 127 2095 2178 Перед_Вами_XXXXX._Он_зернистый?
188 1203 1309 2028 2168 _Пористый_ли_XXXXX?
202 1205 1308 2038 2042 _Слоеный_ли_ПЕРЕЦ?
203 1205 1306 2008 2043 _Гнилой_ли_ПЕРЕЦ?
243 1215 1309 2062 2083 _Волнистый_ли_XXXXX?
260 1209 1306 2039 2116 _С_бугорками_ли_РЕНАН?
290 1202 66 2209 2034 Посмотрите,_вот_ЛИМОН._Фиолетовый_ли_он?
245 1215 1307 2085 2041 _Выжатый_ли_XXXXX?
276 1211 1306 2140 2044 _Однотонный_ли_XXXXX?
292 1208 52 2206 2020 Это_XXXXX._Он_полосатый?
294 1212 158 2150 2174 На_мониторе_XXXXX._Заострен_ли_он?
273 1211 1308 2137 2049 _Красноватый_ли_XXXXX?
279 1211 1307 2143 2022 _Цветущий_ли_XXXXX?
294 1202 70 2218 2038 На_мониторе_ЛИМОН._Упругий_ли_он?
291 1204 83 2173 2051 Вот_XXXXX._Пряный_ли_он?
229 1213 1309 2030 2069 _Квадратный_ли_КОДИС?
294 1214 110 2078 2224 На_мониторе_ГОНИК._Он_с_дольками?
259 1209 1308 2115 2020 _Голубой_ли_РЕНАН?
292 1204 84 2171 2052 Это_XXXXX._Жирный_ли_он?
218 1201 1310 2159 2058 _Мясистый_ли_ТОМАТ?
173 1207 1309 2013 2019 _Мохнатый_ли_XXXXX?
289 1210 137 2230 2129 На_экране_БАРОХ._Он_шарообразный?
290 1208 50 2193 2018 Посмотрите,_вот_XXXXX._Он_в_стручке?
289 1206 29 2229 2001 На_экране_БАНАН._Он_чистый?
204 1205 1308 2044 2035 _Бугристый_ли_ПЕРЕЦ?
172 1207 1310 2012 2055 _Ломкий_ли_XXXXX?
293 1204 85 2185 2053 На_картинке_XXXXX._Он_соленый?
223 1201 1310 2063 2153 _Серый_ли_ТОМАТ?
294 1210 142 2134 2218 На_мониторе_БАРОХ._Желтый_ли_он?
262 1209 1308 2053 2118 _Жидкий_ли_РЕНАН?
206 1205 1308 2046 2006 _Хрустящий_ли_ПЕРЕЦ?
258 1209 1306 2008 2114 _Ребристый_ли_РЕНАН?
264 1209 1307 2120 2040 _Золотистый_ли_РЕНАН?
295 1206 35 2215 2007 Перед_Вами_БАНАН._Сиреневый_ли_он?
187 1203 1306 2164 2027 _Гладкий_ли_XXXXX?
294 1208 54 2169 2022 На_мониторе_XXXXX._Он_толченый?
296 1206 40 2222 2008 Вы_видите_БАНАН._Он_репчатый?
295 1204 87 2055 2187 Перед_Вами_XXXXX._Крепкий_ли_он?
230 1213 1306 2064 2070 _Склизкий_ли_КОДИС?
296 1216 128 2202 2096 Вы_видите_XXXXX._Округлый_ли_он?
292 1214 108 2076 2210 Это_ГОНИК._Он_с_кожурой?
291 1208 51 2019 2216 Вот_XXXXX._Ядовитый_ли_он?
291 1206 31 2003 2219 Вот_БАНАН._Он_жаренный?
246 1215 1307 2051 2086 _Объемный_ли_XXXXX?
291 1202 67 2226 2035 Вот_ЛИМОН._Он_с_цедрой?
220 1201 1307 2060 2039 _Яркий_ли_ТОМАТ?
190 1203 1310 2021 2030 _Плотный_ли_XXXXX?
294 1206 34 2006 2224 На_мониторе_БАНАН._Он_съедобный?
232 1213 1310 2072 2043 _Разноцветный_ли_КОДИС?
189 1203 1309 2052 2029 _Вареный_ли_XXXXX?
290 1214 106 2074 2223 Посмотрите,_вот_ГОНИК._Продолговатый_ли_он?
292 1216 124 2092 2206 Это_XXXXX._Он_с_лепестками?
205 1205 1307 2001 2045 _Черный_ли_ПЕРЕЦ?
219 1201 1306 2002 2059 _Горький_ли_ТОМАТ?
244 1215 1307 2084 2005 _Бурый_ли_XXXXX?
295 1202 71 2039 2200 Перед_Вами_ЛИМОН._Он_длинный?
170 1207 1307 2167 2010 _Сахаристый_ли_XXXXX?
296 1202 72 2040 2198 Вы_видите_ЛИМОН._Он_без_кожуры?
224 1201 1310 2158 2064 _Вязкий_ли_ТОМАТ?
291 1214 107 2075 2219 Вот_ГОНИК._Пятнистый_ли_он?
296 1214 112 2080 2222 Вы_видите_ГОНИК._Мятый_ли_он?
292 1210 140 2132 2188 Это_БАРОХ._Сорван_ли_он?
263 1209 1309 2014 2119 _Лохматый_ли_РЕНАН?
277 1211 1307 2141 2002 _Прозрачный_ли_XXXXX?
295 1212 159 2151 2187 Перед_Вами_XXXXX._Он_рассыпчатый?
295 1208 55 2178 2023 Перед_Вами_XXXXX._Зеленый_ли_он?
228 1213 1310 2055 2068 _Пушистый_ли_КОДИС?
186 1203 1306 2026 2049 _Полый_ли_XXXXX?
278 1211 1308 2060 2142 _Измельчен_ли_XXXXX?
