pic_name,sound_code,слово,sound,sound_trigger,метка_seq1,название категории,,pic_name,№_pic,pic,№_old,pic_code,pic_file,pic_trigger,quest1_a,quest1_a_sound_id,quest1_a_sound,quest1_a_trigger,ans,quest1_b,quest1_b_sound_id,quest1_b_sound,quest1_b_sound_trigger,quest2_b,quest2_b_sound_id,quest2_b_sound,ans,quest2_b_sound_trigger,,Дистракторы,dis_for_EE,dis_for_FM,Экспл_реал,FM_цель,FM_Экспл_реал,,,Огород,Тропики_короткие,Ogorod_short,,,,,,,Новые_понятия,,Известные_понятия,,,
Banan,1206,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_3,Banan_3,,2003,pics\\Banan_3.jpg,200,,163,sound\\Zharenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2168,pics\\Tikva_8.jpg,0,pics\\Tikva_8.jpg,,sound\\Tropic,pics\\Tikva_3.jpg,pics\\Tikva,,pics\\Tikva_3.jpg,,,,,,,pics\\Tikva_8.jpg,0.902287784,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,1206,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_4,Banan_4,,2004,pics\\Banan_4.jpg,200,,164,sound\\Sladriy_li.wav,801,да,,0,0,0,,0,0,0,0,2057,pics\\Tomat_1.jpg,0,pics\\Tomat_1.jpg,,sound\\Tropic,pics\\Tikva_4.jpg,pics\\Tikva,,pics\\Tikva_4.jpg,,,,,,,pics\\Tomat_1.jpg,0.998034106,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,1206,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_5,Banan_5,,2005,pics\\Banan_5.jpg,200,,165,sound\\Vlazhniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2064,pics\\Tomat_8.jpg,0,pics\\Tomat_8.jpg,,sound\\Tropic,pics\\Tikva_5.jpg,pics\\Tikva,,pics\\Tikva_5.jpg,,,,,,,pics\\Tomat_8.jpg,0.136422824,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,1206,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_6,Banan_6,,2006,pics\\Banan_6.jpg,200,,166,sound\\Syedobniy_li.wav,801,да,,0,0,0,,0,0,0,0,2044,pics\\Peper_4.jpg,0,pics\\Peper_4.jpg,,sound\\Tropic,pics\\Tikva_6.jpg,pics\\Tikva,,pics\\Tikva_6.jpg,,,,,,,pics\\Peper_4.jpg,0.524377495,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,1206,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_7,Banan_7,,2007,pics\\Banan_7.jpg,200,,167,sound\\Sireneviy_li.wav,801,нет,,0,0,0,,0,0,0,0,2042,pics\\Peper_2.jpg,0,pics\\Peper_2.jpg,,sound\\Tropic,pics\\Tikva_7.jpg,pics\\Tikva,,pics\\Tikva_7.jpg,,,,,,,pics\\Peper_2.jpg,0.413553887,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,1206,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_8,Banan_8,,2008,pics\\Banan_8.jpg,200,,168,sound\\Repchaliy_li.wav,801,нет,,0,0,0,,0,0,0,0,2162,pics\\Tikva_2.jpg,0,pics\\Tikva_2.jpg,,sound\\Tropic,pics\\Tikva_8.jpg,pics\\Tikva,,pics\\Tikva_8.jpg,,,,,,,pics\\Tikva_2.jpg,0.655842723,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,1207,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_1,Finik_1,,2009,pics\\Finik_1.jpg,201,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,41,sound\\Korichneviy_li_on.wav,да,804,2216,pics\\dis59.jpg,pics\\dis59.jpg,,pics\\Finik_1.jpg,0,,,,,,,,,,,,0.873385427,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,1207,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_2,Finik_2,,2010,pics\\Finik_2.jpg,201,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,42,sound\\Saharistiy_li_on.wav,да,804,2213,pics\\dis49.jpg,pics\\dis49.jpg,,pics\\Finik_2.jpg,0,,,,,,,,,,,,0.852212818,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,1207,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_3,Finik_3,,2011,pics\\Finik_3.jpg,201,,0,0,0,0,,291,sound\\Vot.wav,801,,43,sound\\On_scolzckiy.wav,нет,804,2223,pics\\dis15.jpg,pics\\dis15.jpg,,pics\\Finik_3.jpg,0,,,,,,,,,,,,0.223363548,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,1207,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_4,Finik_4,,2012,pics\\Finik_4.jpg,201,,0,0,0,0,,292,sound\\Eto.wav,801,,44,sound\\Lomkiy_li_on.wav,нет,804,2180,pics\\dis4.jpg,pics\\dis4.jpg,,pics\\Finik_4.jpg,0,,,,,,,,,,,,0.623068168,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,1207,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_5,Finik_5,,2013,pics\\Finik_5.jpg,201,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,45,sound\\Mohnatiy_li_on.wav,нет,804,2178,pics\\dis34.jpg,pics\\dis34.jpg,,pics\\Finik_5.jpg,0,,,,,,,,,,,,0.557354283,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,1207,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_6,Finik_6,,2014,pics\\Finik_6.jpg,201,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,46,sound\\On_smorshenniy.wav,да,804,2191,pics\\dis26.jpg,pics\\dis26.jpg,,pics\\Finik_6.jpg,0,,,,,,,,,,,,0.460734302,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,1207,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_7,Finik_7,,2015,pics\\Finik_7.jpg,201,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,47,sound\\On_s_kostochoy.wav,да,804,2222,pics\\dis14.jpg,pics\\dis14.jpg,,pics\\Finik_7.jpg,0,,,,,,,,,,,,0.619826982,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,1207,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_8,Finik_8,,2016,pics\\Finik_8.jpg,201,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,48,sound\\On_treugolniy.wav,нет,804,2232,pics\\dis13.jpg,pics\\dis13.jpg,,pics\\Finik_8.jpg,0,,,,,,,,,,,,0.707496616,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Goroh,300,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_1,Goroh_1,,2017,pics\\Goroh_1.jpg,202,,177,sound\\Rihliy_li.wav,801,нет,,0,0,0,,0,0,0,0,2009,pics\\Finik_1.jpg,0,pics\\Finik_1.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Finik_1.jpg,,0.260161413,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,300,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_2,Goroh_2,,2018,pics\\Goroh_2.jpg,202,,178,sound\\V_struchke_li.wav,801,да,,0,0,0,,0,0,0,0,2159,pics\\Injir_7.jpg,0,pics\\Injir_7.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Injir_7.jpg,,0.718551453,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,300,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_3,Goroh_3,,2019,pics\\Goroh_3.jpg,202,,179,sound\\Yadovitiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2016,pics\\Finik_8.jpg,0,pics\\Finik_8.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Finik_8.jpg,,0.775734513,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,300,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_4,Goroh_4,,2020,pics\\Goroh_4.jpg,202,,180,sound\\Polosatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2155,pics\\Injir_3.jpg,0,pics\\Injir_3.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Injir_3.jpg,,0.124751595,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,300,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_5,Goroh_5,,2021,pics\\Goroh_5.jpg,202,,181,sound\\Ploskiy_li.wav,801,да,,0,0,0,,0,0,0,0,2014,pics\\Finik_6.jpg,0,pics\\Finik_6.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Finik_6.jpg,,0.948206088,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,300,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_6,Goroh_6,,2022,pics\\Goroh_6.jpg,202,,182,sound\\Tolchenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2028,pics\\Kokos_4.jpg,0,pics\\Kokos_4.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_4.jpg,,0.963701729,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,300,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_7,Goroh_7,,2023,pics\\Goroh_7.jpg,202,,183,sound\\Zelenniy_li.wav,801,да,,0,0,0,,0,0,0,0,2031,pics\\Kokos_7.jpg,0,pics\\Kokos_7.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_7.jpg,,0.754854253,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,300,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_8,Goroh_8,,2024,pics\\Goroh_8.jpg,202,,184,sound\\Legkiy_li.wav,801,да,,0,0,0,,0,0,0,0,2026,pics\\Kokos_2.jpg,0,pics\\Kokos_2.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_2.jpg,,0.078456088,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Ake,297,Renan,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Ake,_1,Ake_1,,2073,pics\\Ake_1.jpg,209,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,105,sound\\On_imeet_myakot.wav,да,804,2220,pics\\dis16.jpg,pics\\dis16.jpg,,,,pics\\Banan_1.jpg,,,,,,0.133056531,pics\\Redis_6.jpg,,,,0.605930127,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ake,298,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Ake,_2,Ake_2,,2074,pics\\Ake_2.jpg,209,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,106,sound\\Prodolgovatiy_li_on.wav,да,804,2169,pics\\dis6.jpg,pics\\dis6.jpg,,,,pics\\Banan_2.jpg,,,,,,0.188231932,pics\\Redis_5.jpg,,,,0.426653568,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,298,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Ake,_3,Ake_3,,2075,pics\\Ake_3.jpg,209,,0,0,0,0,,291,sound\\Vot.wav,801,,107,sound\\Pyatnistiy_li_on.wav,нет,804,2204,pics\\dis52.jpg,pics\\dis52.jpg,,,,pics\\Banan_3.jpg,,,,,,0.057867536,pics\\Tomat_3.jpg,,,,0.258708894,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,297,Renan,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Ake,_4,Ake_4,,2076,pics\\Ake_4.jpg,209,,0,0,0,0,,292,sound\\Eto.wav,801,,108,sound\\On_s_kozhuroy.wav,да,804,2194,pics\\dis55.jpg,pics\\dis55.jpg,,,,pics\\Banan_4.jpg,,,,,,0.911606683,pics\\Banan_6.jpg,,,,0.567719701,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ake,298,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Ake,_5,Ake_5,,2077,pics\\Ake_5.jpg,209,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,109,sound\\Fioletoviy_li_on.wav,да,804,2212,pics\\dis61.jpg,pics\\dis61.jpg,,,,pics\\Banan_5.jpg,,,,,,0.312273457,pics\\Peper_7.jpg,,,,0.286262217,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,297,Renan,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Ake,_6,Ake_6,,2078,pics\\Ake_6.jpg,209,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,110,sound\\On_s_dolkami.wav,нет,804,2187,pics\\dis1.jpg,pics\\dis1.jpg,,,,pics\\Banan_6.jpg,,,,,,0.602510833,pics\\Kokos_1.jpg,,,,0.718190199,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ake,298,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Ake,_7,Ake_7,,2079,pics\\Ake_7.jpg,209,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,111,sound\\On_visushenniy.wav,нет,804,2225,pics\\dis9.jpg,pics\\dis9.jpg,,,,pics\\Banan_7.jpg,,,,,,0.040816048,pics\\Tomat_5.jpg,,,,0.322895405,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,297,Renan,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Ake,_8,Ake_8,,2080,pics\\Ake_8.jpg,209,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,112,sound\\Myatiy_li_on.wav,нет,804,2219,pics\\dis17.jpg,pics\\dis17.jpg,,,,pics\\Banan_8.jpg,,,,,,0.222223993,pics\\Redis_2.jpg,,,,0.967151738,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,1210,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Finger,_1,Finger_1,,2081,pics\\Finger_1.jpg,210,,241,sound\\Vityanut_li.wav,801,да,,0,0,0,,0,0,0,0,2027,pics\\Kokos_3.jpg,0,pics\\Kokos_3.jpg,,,pics\\Finik_1.jpg,,,,,,0.525709866,pics\\Kokos_3.jpg,,,pics\\Kokos_3.jpg,0.124035715,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Finger,1210,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Finger,_2,Finger_2,,2082,pics\\Finger_2.jpg,210,,242,sound\\Nadloman_li.wav,801,да,,0,0,0,,0,0,0,0,2008,pics\\Banan_8.jpg,0,pics\\Banan_8.jpg,,,pics\\Finik_2.jpg,,,,,,0.902902599,pics\\Banan_8.jpg,,,pics\\Banan_8.jpg,0.086750692,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Finger,1210,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Finger,_3,Finger_3,,2083,pics\\Finger_3.jpg,210,,243,sound\\Volnistiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2028,pics\\Kokos_4.jpg,0,pics\\Kokos_4.jpg,,,pics\\Finik_3.jpg,,,,,,0.472552423,pics\\Kokos_4.jpg,,,pics\\Kokos_4.jpg,0.941892034,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,1210,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Finger,_4,Finger_4,,2084,pics\\Finger_4.jpg,210,,244,sound\\Buriy_li.wav,801,да,,0,0,0,,0,0,0,0,2033,pics\\Limon_1.jpg,0,pics\\Limon_1.jpg,,,pics\\Finik_4.jpg,,,,,,0.414328535,pics\\Limon_1.jpg,,,pics\\Limon_1.jpg,0.691784878,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,1210,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Finger,_5,Finger_5,,2085,pics\\Finger_5.jpg,210,,245,sound\\Vizhatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2018,pics\\Goroh_2.jpg,0,pics\\Goroh_2.jpg,,,pics\\Finik_5.jpg,,,,,,0.742628648,pics\\Goroh_2.jpg,,,pics\\Goroh_2.jpg,0.085223669,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Finger,1210,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Finger,_6,Finger_6,,2086,pics\\Finger_6.jpg,210,,246,sound\\Obemniy_li.wav,801,да,,0,0,0,,0,0,0,0,2052,pics\\Redis_4.jpg,0,pics\\Redis_4.jpg,,,pics\\Finik_6.jpg,,,,,,0.204455652,pics\\Redis_4.jpg,,,pics\\Redis_4.jpg,0.74911264,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,1210,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Finger,_7,Finger_7,,2087,pics\\Finger_7.jpg,210,,247,sound\\Pustoy_li.wav,801,нет,,0,0,0,,0,0,0,0,2044,pics\\Peper_4.jpg,0,pics\\Peper_4.jpg,,,pics\\Finik_7.jpg,,,,,,0.355506786,pics\\Peper_4.jpg,,,pics\\Peper_4.jpg,0.895581664,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,1210,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Finger,_8,Finger_8,,2088,pics\\Finger_8.jpg,210,,248,sound\\Beliy_li.wav,801,нет,,0,0,0,,0,0,0,0,2003,pics\\Banan_3.jpg,0,pics\\Banan_3.jpg,,,pics\\Finik_8.jpg,,,,,,0.970901397,pics\\Banan_3.jpg,,,pics\\Banan_3.jpg,0.589480327,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Gac,1211,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Gac,_1,Gac_1,,2089,pics\\Gac_1.jpg,211,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,121,sound\\Ispachkan_li_on.wav,нет,804,2226,pics\\dis11.jpg,pics\\dis11.jpg,,,,pics\\Goroh_1.jpg,,,,,,0.344616775,pics\\Peper_5.jpg,,,,0.396128924,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Gac,1211,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Gac,_2,Gac_2,,2090,pics\\Gac_2.jpg,211,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,122,sound\\On_farshirovanniy.wav,нет,804,2181,pics\\dis24.jpg,pics\\dis24.jpg,,,,pics\\Goroh_2.jpg,,,,,,0.001743682,pics\\Tomat_8.jpg,,,,0.388988427,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Gac,1211,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Gac,_3,Gac_3,,2091,pics\\Gac_3.jpg,211,,0,0,0,0,,291,sound\\Vot.wav,801,,123,sound\\On_razrezanniy.wav,да,804,2224,pics\\dis29.jpg,pics\\dis29.jpg,,,,pics\\Goroh_3.jpg,,,,,,0.982647883,pics\\Banan_2.jpg,,,,0.821321559,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Gac,1211,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Gac,_4,Gac_4,,2092,pics\\Gac_4.jpg,211,,0,0,0,0,,292,sound\\Eto.wav,801,,124,sound\\On_s_lepestkami.wav,нет,804,2209,pics\\dis51.jpg,pics\\dis51.jpg,,,,pics\\Goroh_4.jpg,,,,,,0.373552661,pics\\Peper_3.jpg,,,,0.830308268,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Gac,1211,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Gac,_5,Gac_5,,2093,pics\\Gac_5.jpg,211,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,125,sound\\Kolyuchiy_li_on.wav,да,804,2221,pics\\dis28.jpg,pics\\dis28.jpg,,,,pics\\Goroh_5.jpg,,,,,,0.397362486,pics\\Limon_4.jpg,,,,0.685143603,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Gac,1211,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Gac,_6,Gac_6,,2094,pics\\Gac_6.jpg,211,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,126,sound\\Oranzheviy_li_on.wav,да,804,2202,pics\\dis47.jpg,pics\\dis47.jpg,,,,pics\\Goroh_6.jpg,,,,,,0.424196003,pics\\Kokos_7.jpg,,,,0.226024279,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Gac,1211,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Gac,_7,Gac_7,,2095,pics\\Gac_7.jpg,211,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,127,sound\\On_zernistiy.wav,нет,804,2230,pics\\dis8.jpg,pics\\dis8.jpg,,,,pics\\Goroh_7.jpg,,,,,,0.875212376,pics\\Finik_4.jpg,,,,0.783508079,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Gac,1211,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Gac,_8,Gac_8,,2096,pics\\Gac_8.jpg,211,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,128,sound\\Okruglya_li_on.wav,да,804,2214,pics\\dis63.jpg,pics\\dis63.jpg,,,,pics\\Goroh_8.jpg,,,,,,0.3910891,pics\\Limon_7.jpg,,,,0.918882055,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,297,Fimon,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Noni,_1,Noni_1,,2113,pics\\Noni_1.jpg,212,,257,sound\\Beliy_li_vnutri.wav,801,да,,0,0,0,,0,0,0,0,2057,pics\\Tomat_1.jpg,0,pics\\Tomat_1.jpg,,,pics\\Kokos_1.jpg,,,,,,0.070759191,pics\\Tomat_1.jpg,,,pics\\Tomat_1.jpg,0.57787773,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,298,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Noni,_2,Noni_2,,2114,pics\\Noni_2.jpg,212,,258,sound\\Rebristiy_li.wav,801,да,,0,0,0,,0,0,0,0,2026,pics\\Kokos_2.jpg,0,pics\\Kokos_2.jpg,,,pics\\Kokos_2.jpg,,,,,,0.527468122,pics\\Kokos_2.jpg,,,pics\\Kokos_2.jpg,0.320726867,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Noni,298,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Noni,_3,Noni_3,,2115,pics\\Noni_3.jpg,212,,259,sound\\Goluboy_li.wav,801,нет,,0,0,0,,0,0,0,0,2007,pics\\Banan_7.jpg,0,pics\\Banan_7.jpg,,,pics\\Kokos_3.jpg,,,,,,0.906361395,pics\\Banan_7.jpg,,,pics\\Banan_7.jpg,0.132721571,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Noni,298,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Noni,_4,Noni_4,,2116,pics\\Noni_4.jpg,212,,260,sound\\S_bugorkami_li.wav,801,да,,0,0,0,,0,0,0,0,2048,pics\\Peper_8.jpg,0,pics\\Peper_8.jpg,,,pics\\Kokos_4.jpg,,,,,,0.302160312,pics\\Peper_8.jpg,,,pics\\Peper_8.jpg,0.463358297,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Noni,298,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Noni,_5,Noni_5,,2117,pics\\Noni_5.jpg,212,,261,sound\\Ovalniy_li.wav,801,да,,0,0,0,,0,0,0,0,2062,pics\\Tomat_6.jpg,0,pics\\Tomat_6.jpg,,,pics\\Kokos_5.jpg,,,,,,0.026462541,pics\\Tomat_6.jpg,,,pics\\Tomat_6.jpg,0.246241091,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Noni,298,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Noni,_6,Noni_6,,2118,pics\\Noni_6.jpg,212,,262,sound\\Zhidkiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2063,pics\\Tomat_7.jpg,0,pics\\Tomat_7.jpg,,,pics\\Kokos_6.jpg,,,,,,0.018098301,pics\\Tomat_7.jpg,,,pics\\Tomat_7.jpg,0.099161403,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Noni,297,Fimon,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Noni,_7,Noni_7,,2119,pics\\Noni_7.jpg,212,,263,sound\\Lohmatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2022,pics\\Goroh_6.jpg,0,pics\\Goroh_6.jpg,,,pics\\Kokos_7.jpg,,,,,,0.660979469,pics\\Goroh_6.jpg,,,pics\\Goroh_6.jpg,0.52903118,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,298,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Noni,_8,Noni_8,,2120,pics\\Noni_8.jpg,212,,264,sound\\Zolotistiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2001,pics\\Banan_1.jpg,0,pics\\Banan_1.jpg,,,pics\\Kokos_8.jpg,,,,,,0.996689397,pics\\Banan_1.jpg,,,pics\\Banan_1.jpg,0.325079796,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
